forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
2020-01-01,California,2020-03-03,416,24.1,5.9,2.3,9.3,2.0,21.8,1.8,16.6,5.7,35.5,3.7,1.9,6.2,2.0,28.6,1.9,16.2,3.5,160,0,0,0,0,145,0,110,0,43831California
2020-01-01,Colorado,2020-03-03,67,23.2,5.3,1.0,8.3,1.3,24.3,1.0,17.7,7.3,31.3,2.8,1.4,4.8,1.7,34.9,1.5,17.0,4.2,24,0,0,0,0,25,0,18,0,43831Colorado
2020-01-01,Democrats Abroad,2020-03-03,13,29.6,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,51.5,2.6,1.6,4.8,1.9,19.7,1.3,14.0,2.1,6,0,0,0,0,4,0,3,0,43831Democrats Abroad
2020-01-01,Maine,2020-03-03,24,21.0,7.1,2.4,12.4,1.3,18.2,4.6,18.3,4.1,29.2,4.9,2.4,10.8,1.9,21.6,3.5,22.0,3.1,8,0,0,1,0,7,0,7,0,43831Maine
2020-01-01,Massachusetts,2020-03-03,91,21.6,5.4,2.5,12.0,2.0,15.2,1.2,27.6,2.2,25.2,3.0,1.8,7.4,1.6,11.9,1.5,45.5,1.7,30,0,0,3,0,21,0,38,0,43831Massachusetts
2020-01-01,Minnesota,2020-03-03,75,22.7,3.0,0.5,12.1,16.8,17.1,0.4,15.5,1.5,32.7,2.4,1.3,9.8,16.9,18.0,1.7,15.1,1.8,23,0,0,3,17,17,0,15,0,43831Minnesota
2020-01-01,North Carolina,2020-03-03,110,34.6,10.2,1.9,7.5,2.5,16.6,1.9,12.1,2.3,68.1,5.0,1.3,3.3,1.3,11.7,1.3,6.3,1.2,70,0,0,0,0,33,0,5,0,43831North Carolina
2020-01-01,Oklahoma,2020-03-03,37,35.9,8.4,3.2,7.0,4.1,14.9,3.5,11.8,0.8,72.9,3.8,1.4,2.7,1.8,8.9,1.5,5.9,0.8,33,0,0,0,0,3,0,1,0,43831Oklahoma
2020-01-01,Tennessee,2020-03-03,64,35.8,6.2,3.1,8.8,5.2,13.6,3.7,12.6,0.6,73.1,2.6,1.4,3.5,2.2,7.4,1.7,6.6,1.1,57,0,0,0,0,4,0,3,0,43831Tennessee
2020-01-01,Texas,2020-03-03,228,31.6,6.8,2.6,9.0,2.6,17.1,1.8,14.2,3.8,59.6,3.5,1.8,4.8,1.8,14.1,1.7,10.4,2.1,134,0,0,0,0,72,0,22,0,43831Texas
2020-01-01,Utah,2020-03-03,29,28.3,7.2,0.4,10.2,4.0,15.6,4.0,19.0,1.0,49.3,4.4,1.3,6.5,2.3,12.7,2.3,19.4,1.5,13,0,0,0,0,7,0,9,0,43831Utah
2020-01-01,Vermont,2020-03-03,16,17.8,2.3,1.4,10.3,1.0,34.7,0.7,17.1,4.1,12.2,1.2,1.1,4.2,1.0,66.2,0.7,11.4,1.5,4,0,0,0,0,8,0,4,0,43831Vermont
2020-01-01,Virginia,2020-03-03,99,33.9,5.2,3.4,9.7,4.8,15.0,2.3,13.5,1.8,67.3,2.5,1.6,4.9,2.1,9.8,1.6,8.4,1.4,84,0,0,0,0,9,0,6,0,43831Virginia
2020-01-01,Idaho,2020-03-10,20,28.9,6.8,0.4,9.6,5.3,10.7,3.6,23.8,0.5,47.0,3.6,1.1,5.4,2.7,6.5,2.4,29.6,1.2,11,0,0,0,0,0,0,9,0,43831Idaho
2020-01-01,Michigan,2020-03-10,125,30.7,2.2,1.2,10.2,3.2,23.1,0.6,15.9,2.5,50.7,1.2,1.1,5.2,1.9,25.2,1.3,11.5,1.6,54,0,0,2,0,41,0,28,0,43831Michigan
2020-01-01,Mississippi,2020-03-10,36,37.5,6.0,5.0,6.3,3.7,14.2,2.6,12.6,1.7,75.4,2.2,2.0,2.5,1.6,7.4,1.3,6.3,1.0,32,0,0,0,0,3,0,1,0,43831Mississippi
2020-01-01,Missouri,2020-03-10,68,35.0,6.3,2.9,8.2,4.5,14.4,3.2,14.2,0.7,68.6,2.8,1.6,3.5,2.3,9.0,1.8,9.0,1.1,56,0,0,0,0,6,0,6,0,43831Missouri
2020-01-01,North Dakota,2020-03-10,14,28.4,6.7,0.6,11.4,5.4,13.2,4.0,19.1,0.7,48.5,4.1,1.3,8.0,3.4,9.5,2.7,20.4,1.6,8,0,0,0,0,0,0,6,0,43831North Dakota
2020-01-01,Washington,2020-03-10,89,25.0,4.2,1.5,8.3,0.8,24.3,0.2,17.1,8.2,34.6,2.4,1.5,4.8,1.5,33.3,1.2,15.7,4.5,34,0,0,0,0,33,0,23,0,43831Washington
2020-01-01,Northern Marianas,2020-03-14,6,29.6,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,50.1,2.8,1.9,4.9,2.1,19.6,1.8,14.1,2.3,3,0,0,0,0,2,0,2,0,43831Northern Marianas
2020-01-01,Arizona,2020-03-17,67,30.1,3.9,1.0,10.8,4.1,21.0,1.0,15.2,2.4,50.2,2.5,1.4,6.4,2.3,21.6,1.4,11.8,1.9,30,0,0,1,0,21,0,15,0,43831Arizona
2020-01-01,Florida,2020-03-17,219,25.9,9.9,0.5,10.4,2.0,20.0,1.0,14.6,5.3,39.9,6.9,1.7,7.2,2.2,23.0,1.7,13.3,3.5,109,0,0,4,0,85,0,21,0,43831Florida
2020-01-01,Illinois,2020-03-17,155,35.0,5.0,1.8,9.3,3.2,16.2,1.1,15.5,2.5,65.9,2.4,1.2,4.5,1.8,10.4,1.3,10.4,1.6,81,0,0,0,0,38,0,36,0,43831Illinois
2020-01-01,Ohio,2020-03-17,136,26.7,3.7,1.5,14.2,4.8,19.8,1.0,15.5,2.4,41.8,2.7,1.8,11.5,3.1,21.0,1.8,13.9,1.9,53,0,0,13,0,39,0,31,0,43831Ohio
2020-01-01,Georgia,2020-03-24,105,35.9,8.3,2.6,7.9,2.9,16.2,1.4,12.0,2.4,68.0,4.2,1.7,3.7,1.7,10.7,1.3,6.6,1.7,70,0,0,0,0,32,0,3,0,43831Georgia
2020-01-01,Puerto Rico,2020-03-29,51,29.6,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,48.1,3.2,2.0,5.4,2.5,19.7,1.8,14.1,2.7,23,0,0,0,0,15,0,13,0,43831Puerto Rico
2020-01-01,Alaska,2020-04-04,15,28.8,9.0,0.5,10.7,2.5,13.4,4.6,19.3,0.7,47.4,5.9,1.8,7.8,2.1,10.1,3.2,19.8,1.5,8,0,0,0,0,1,0,6,0,43831Alaska
2020-01-01,Hawaii,2020-04-04,24,25.2,3.3,0.5,8.8,0.5,23.9,0.2,18.8,8.4,33.5,2.5,1.5,5.6,1.8,29.5,1.5,18.3,5.4,9,0,0,0,0,8,0,7,0,43831Hawaii
2020-01-01,Louisiana,2020-04-04,54,36.6,6.5,4.2,7.0,4.6,14.5,3.9,11.8,0.5,68.2,3.4,2.4,3.6,2.5,9.2,2.3,6.6,1.4,48,0,0,0,0,5,0,1,0,43831Louisiana
2020-01-01,Wyoming,2020-04-04,14,24.4,7.6,0.4,10.9,4.0,13.4,3.7,24.5,0.8,33.1,5.2,1.9,7.7,3.0,10.2,3.0,33.3,2.0,7,0,0,0,0,0,0,7,0,43831Wyoming
2020-01-01,Wisconsin,2020-04-07,84,24.4,4.3,2.2,11.8,3.4,21.8,0.4,18.3,3.1,33.2,3.2,2.3,9.2,2.7,25.9,1.8,18.5,2.8,31,0,0,2,0,28,0,23,0,43831Wisconsin
2020-01-01,Connecticut,2020-04-28,60,22.7,3.8,4.3,13.1,0.9,21.0,1.3,20.0,2.4,28.3,3.5,3.7,10.6,2.4,24.0,2.7,21.7,2.7,20,0,0,4,0,18,0,18,0,43831Connecticut
2020-01-01,Delaware,2020-04-28,21,34.0,4.4,4.1,11.5,1.5,16.8,1.5,13.7,2.1,56.9,3.0,2.8,7.6,2.0,13.2,2.1,9.8,2.2,13,0,0,0,0,7,0,1,0,43831Delaware
2020-01-01,Maryland,2020-04-28,96,25.6,2.9,6.2,11.3,0.8,19.2,0.5,18.6,4.3,35.5,2.9,4.9,9.1,2.3,19.6,2.1,19.5,3.7,38,0,0,3,0,28,0,27,0,43831Maryland
2020-01-01,New York,2020-04-28,274,24.0,17.7,2.4,9.0,1.2,17.3,0.3,14.3,3.3,32.5,18.4,2.9,7.0,2.6,17.5,2.2,13.0,3.5,100,0,0,0,0,72,0,27,0,43831New York
2020-01-01,Pennsylvania,2020-04-28,186,33.2,3.3,1.0,12.0,3.8,18.6,0.8,14.3,2.7,53.8,2.5,1.9,8.1,2.6,16.1,1.8,10.5,2.3,104,0,0,6,0,58,0,18,0,43831Pennsylvania
2020-01-01,Rhode Island,2020-04-28,26,24.1,4.1,8.0,9.1,0.6,21.8,0.2,16.3,5.3,31.3,3.8,6.2,7.2,2.4,26.3,2.1,16.3,4.1,10,0,0,0,0,9,0,7,0,43831Rhode Island
2020-01-01,Guam,2020-05-02,7,29.6,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,44.8,3.8,2.5,6.0,2.9,19.5,2.5,14.7,2.9,3,0,0,0,0,2,0,2,0,43831Guam
2020-01-01,Kansas,2020-05-02,39,30.5,7.1,0.5,10.2,4.2,13.2,3.8,19.6,0.5,47.1,5.3,2.1,7.1,3.4,9.8,3.1,19.8,2.0,23,0,0,0,0,2,0,14,0,43831Kansas
2020-01-01,Indiana,2020-05-05,82,26.2,3.8,0.3,21.7,6.9,15.1,1.2,13.9,0.5,35.1,3.3,2.0,24.9,5.1,12.7,2.5,11.5,2.3,32,0,0,27,0,18,0,5,0,43831Indiana
2020-01-01,Nebraska,2020-05-12,29,29.6,6.6,0.6,9.8,1.6,13.9,2.7,24.2,0.5,40.9,4.6,2.0,6.4,2.3,10.6,2.8,28.0,1.9,15,0,0,0,0,2,0,12,0,43831Nebraska
2020-01-01,West Virginia,2020-05-12,28,36.5,6.2,2.3,8.2,5.8,13.6,3.1,13.4,0.6,61.8,4.3,2.5,4.7,3.9,9.1,2.6,9.0,1.8,26,0,0,0,0,1,0,1,0,43831West Virginia
2020-01-01,Kentucky,2020-05-19,54,35.7,6.3,3.5,8.7,5.3,13.8,3.1,12.5,0.5,59.9,4.2,2.9,5.9,3.8,9.6,3.1,8.4,1.9,49,0,0,0,0,3,0,2,0,43831Kentucky
2020-01-01,Oregon,2020-05-19,61,25.0,3.3,0.7,9.2,0.6,24.2,0.3,17.7,8.5,30.6,3.5,2.2,7.0,2.2,29.2,2.2,16.8,6.0,23,0,0,0,0,22,0,16,0,43831Oregon
2020-01-01,District of Columbia,2020-06-02,20,27.0,2.8,9.9,10.4,1.4,17.2,0.9,14.9,5.0,37.1,4.0,8.5,8.9,3.0,16.5,3.0,14.0,4.5,11,0,0,0,0,7,0,2,0,43831District of Columbia
2020-01-01,Montana,2020-06-02,19,25.8,8.0,0.4,11.2,3.7,14.3,3.6,21.8,0.8,33.4,6.5,2.8,9.6,4.0,12.6,3.9,24.3,2.5,10,0,0,0,0,1,0,8,0,43831Montana
2020-01-01,New Jersey,2020-06-02,126,22.2,5.2,11.3,9.9,1.3,19.1,0.6,16.0,3.8,27.0,5.4,10.5,8.9,3.4,21.0,3.0,16.0,4.3,47,0,4,0,0,41,0,34,0,43831New Jersey
2020-01-01,New Mexico,2020-06-02,34,25.4,4.2,1.5,7.9,0.6,24.1,0.4,16.1,9.3,31.5,3.9,3.0,6.4,2.5,28.1,2.6,14.2,7.3,13,0,0,0,0,12,0,8,0,43831New Mexico
2020-01-01,South Dakota,2020-06-02,16,27.2,7.6,0.5,10.4,4.1,13.1,3.8,22.4,0.6,36.1,6.1,2.7,8.3,4.0,10.6,3.8,25.3,2.6,8,0,0,0,0,1,0,7,0,43831South Dakota
2020-01-01,Virgin Islands,2020-06-06,7,29.6,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,41.2,4.3,3.2,6.6,3.6,19.3,2.8,15.0,3.7,3,0,0,0,0,2,0,2,0,43831Virgin Islands
2020-01-01,US,2020-07-01,41,28.8,5.3,2.5,10.2,3.3,17.9,2.1,16.5,2.9,50.0,2.9,1.3,6.6,1.8,19.1,1.3,14.9,1.6,2020,0,4,89,17,1060,0,714,0,43831US
2020-01-02,Iowa,2020-02-03,41,18.9,0.0,2.2,22.0,6.5,18.4,3.3,14.9,3.2,22.6,0.0,1.8,32.5,3.5,21.5,2.0,13.6,2.1,12,0,0,14,0,11,0,4,0,43832Iowa
2020-01-02,New Hampshire,2020-02-11,24,19.7,0.0,2.7,18.0,3.7,20.8,3.0,16.9,4.8,25.0,0.0,2.0,19.7,2.4,28.3,2.1,17.4,2.8,6,0,0,6,0,7,0,5,0,43832New Hampshire
2020-01-02,Nevada,2020-02-22,36,28.1,0.0,1.5,9.3,2.3,21.6,4.2,17.6,5.0,47.6,0.0,1.4,4.8,1.7,24.7,1.8,15.2,2.4,15,0,0,0,0,12,0,9,0,43832Nevada
2020-01-02,South Carolina,2020-02-29,54,41.0,0.0,3.5,8.4,3.0,14.1,5.9,11.0,2.8,84.9,0.0,0.9,2.1,0.9,5.0,1.4,3.7,0.9,48,0,0,0,0,5,0,1,0,43832South Carolina
2020-01-02,Alabama,2020-03-03,52,36.8,6.1,3.9,7.9,4.8,12.9,3.4,12.9,0.8,76.2,2.4,1.4,3.0,2.0,6.0,1.3,6.4,0.8,48,0,0,0,0,2,0,2,0,43832Alabama
2020-01-02,American Samoa,2020-03-03,6,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,51.8,2.6,1.9,4.9,1.9,19.9,1.3,13.5,2.0,3,0,0,0,0,2,0,2,0,43832American Samoa
2020-01-02,Arkansas,2020-03-03,31,36.2,6.1,3.8,8.3,4.9,14.3,3.3,12.1,0.5,74.3,2.3,1.7,3.3,2.0,7.9,1.3,6.1,0.8,27,0,0,0,0,3,0,1,0,43832Arkansas
2020-01-02,California,2020-03-03,416,24.1,5.9,2.3,9.3,2.0,21.8,1.7,16.6,5.7,35.6,3.8,2.1,6.0,1.9,28.3,1.5,16.7,3.7,160,0,0,0,0,145,0,110,0,43832California
2020-01-02,Colorado,2020-03-03,67,23.3,5.3,1.0,8.3,1.3,24.3,1.0,17.7,7.3,30.8,2.8,1.5,4.6,1.2,35.4,1.3,17.8,4.1,24,0,0,0,0,25,0,18,0,43832Colorado
2020-01-02,Democrats Abroad,2020-03-03,13,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,52.6,2.5,1.7,4.9,1.8,19.2,1.2,13.3,2.2,6,0,0,0,0,4,0,3,0,43832Democrats Abroad
2020-01-02,Maine,2020-03-03,24,21.0,7.1,2.4,12.4,1.3,18.3,4.6,18.3,4.1,29.2,4.8,2.2,10.8,1.9,22.2,3.2,22.2,3.1,8,0,0,1,0,7,0,7,0,43832Maine
2020-01-02,Massachusetts,2020-03-03,91,21.6,5.4,2.5,12.0,2.0,15.2,1.2,27.6,2.2,25.5,2.9,1.7,8.4,1.5,11.6,1.4,45.0,1.7,30,0,0,3,0,21,0,38,0,43832Massachusetts
2020-01-02,Minnesota,2020-03-03,75,22.7,3.0,0.5,12.1,16.8,17.1,0.4,15.5,1.5,33.5,2.3,1.8,9.5,16.8,18.5,1.3,14.1,1.8,23,0,0,3,17,17,0,15,0,43832Minnesota
2020-01-02,North Carolina,2020-03-03,110,34.6,10.2,1.9,7.5,2.5,16.6,1.9,12.1,2.3,68.7,4.9,1.3,3.2,1.3,11.5,1.3,6.2,1.3,70,0,0,0,0,33,0,5,0,43832North Carolina
2020-01-02,Oklahoma,2020-03-03,37,35.9,8.4,3.2,7.0,4.1,14.9,3.5,11.8,0.8,73.9,3.2,1.5,2.8,1.7,8.2,1.4,5.9,0.9,33,0,0,0,0,3,0,1,0,43832Oklahoma
2020-01-02,Tennessee,2020-03-03,64,35.8,6.2,3.1,8.8,5.2,13.6,3.7,12.6,0.6,73.6,2.5,1.7,3.7,2.0,7.3,1.4,6.7,0.8,57,0,0,0,0,4,0,3,0,43832Tennessee
2020-01-02,Texas,2020-03-03,228,31.6,6.8,2.6,9.0,2.6,17.1,1.8,14.2,3.8,60.4,3.3,1.9,4.7,1.6,14.1,1.5,10.1,2.1,134,0,0,0,0,72,0,22,0,43832Texas
2020-01-02,Utah,2020-03-03,29,28.3,7.2,0.4,10.2,3.9,15.6,4.0,19.0,1.0,49.4,3.9,1.2,6.4,2.1,12.9,2.4,19.8,1.4,13,0,0,0,0,7,0,9,0,43832Utah
2020-01-02,Vermont,2020-03-03,16,17.8,2.3,1.4,10.3,1.0,34.7,0.7,17.1,4.1,12.4,1.2,0.8,4.3,0.9,66.3,0.7,11.4,1.5,4,0,0,0,0,8,0,4,0,43832Vermont
2020-01-02,Virginia,2020-03-03,99,34.0,5.2,3.4,9.7,4.8,15.0,2.3,13.5,1.8,68.3,2.4,1.8,4.8,2.1,9.4,1.2,8.3,1.3,84,0,0,0,0,9,0,6,0,43832Virginia
2020-01-02,Idaho,2020-03-10,20,28.9,6.8,0.4,9.6,5.3,10.7,3.6,23.8,0.5,47.8,3.5,1.3,5.6,2.8,6.1,1.9,29.5,1.1,11,0,0,0,0,0,0,9,0,43832Idaho
2020-01-02,Michigan,2020-03-10,125,30.7,2.2,1.2,10.3,3.2,23.1,0.6,15.9,2.5,51.1,1.3,1.3,5.4,1.8,25.2,1.0,11.1,1.4,54,0,0,2,0,41,0,28,0,43832Michigan
2020-01-02,Mississippi,2020-03-10,36,37.5,6.0,5.0,6.3,3.7,14.2,2.6,12.6,1.7,76.0,2.3,2.0,2.4,1.6,7.0,1.3,6.0,1.1,32,0,0,0,0,3,0,1,0,43832Mississippi
2020-01-02,Missouri,2020-03-10,68,35.1,6.3,2.9,8.1,4.5,14.4,3.2,14.2,0.7,69.6,3.0,1.7,3.5,2.0,8.6,1.5,8.9,0.8,56,0,0,0,0,6,0,6,0,43832Missouri
2020-01-02,North Dakota,2020-03-10,14,28.4,6.7,0.6,11.4,5.4,13.2,4.0,19.1,0.7,49.3,3.9,1.4,7.5,3.3,9.9,2.5,20.5,1.3,8,0,0,0,0,0,0,6,0,43832North Dakota
2020-01-02,Washington,2020-03-10,89,25.0,4.2,1.5,8.3,0.8,24.3,0.2,17.1,8.2,35.4,2.5,1.6,4.6,1.3,33.4,1.1,15.2,4.6,34,0,0,0,0,33,0,23,0,43832Washington
2020-01-02,Northern Marianas,2020-03-14,6,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,51.0,2.7,1.7,5.3,2.1,20.0,1.2,13.4,2.3,3,0,0,0,0,2,0,2,0,43832Northern Marianas
2020-01-02,Arizona,2020-03-17,67,30.1,3.9,1.0,10.8,4.1,21.0,1.0,15.2,2.4,50.8,2.1,1.4,6.7,2.4,22.1,1.4,11.2,1.7,30,0,0,1,0,21,0,15,0,43832Arizona
2020-01-02,Florida,2020-03-17,219,25.9,9.9,0.5,10.4,2.0,20.0,1.0,14.6,5.3,40.6,6.9,1.5,7.1,2.2,23.0,1.7,12.7,3.8,109,0,0,4,0,85,0,21,0,43832Florida
2020-01-02,Illinois,2020-03-17,155,35.0,5.0,1.8,9.3,3.2,16.2,1.1,15.5,2.5,66.3,2.2,1.4,4.3,1.7,11.0,1.0,10.2,1.5,81,0,0,0,0,38,0,36,0,43832Illinois
2020-01-02,Ohio,2020-03-17,136,26.7,3.7,1.5,14.2,4.8,19.8,1.0,15.5,2.4,41.8,2.6,2.0,11.2,3.1,21.7,1.6,13.6,1.9,53,0,0,13,0,39,0,31,0,43832Ohio
2020-01-02,Georgia,2020-03-24,105,35.9,8.3,2.6,7.9,2.9,16.2,1.4,12.0,2.4,68.7,3.9,1.4,3.7,1.7,11.0,1.2,6.6,1.4,70,0,0,0,0,32,0,3,0,43832Georgia
2020-01-02,Puerto Rico,2020-03-29,51,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,48.1,3.0,2.2,5.2,2.5,19.9,1.8,14.6,2.3,23,0,0,0,0,15,0,13,0,43832Puerto Rico
2020-01-02,Alaska,2020-04-04,15,28.8,9.0,0.5,10.7,2.5,13.4,4.6,19.3,0.7,46.7,6.0,1.7,7.5,2.4,10.4,3.3,19.9,1.7,8,0,0,0,0,1,0,6,0,43832Alaska
2020-01-02,Hawaii,2020-04-04,24,25.2,3.3,0.5,8.8,0.5,23.9,0.2,18.8,8.4,33.0,2.8,1.7,5.6,1.4,30.2,1.3,18.2,5.2,9,0,0,0,0,8,0,7,0,43832Hawaii
2020-01-02,Louisiana,2020-04-04,54,36.7,6.5,4.2,7.0,4.6,14.5,3.9,11.8,0.5,69.4,3.1,2.3,3.3,2.5,9.0,2.0,6.7,1.3,48,0,0,0,0,5,0,1,0,43832Louisiana
2020-01-02,Wyoming,2020-04-04,14,24.4,7.5,0.4,10.9,4.0,13.4,3.7,24.4,0.8,33.1,5.4,1.9,7.8,2.8,10.8,2.9,33.1,1.9,7,0,0,0,0,0,0,7,0,43832Wyoming
2020-01-02,Wisconsin,2020-04-07,84,24.4,4.3,2.2,11.8,3.4,21.8,0.4,18.3,3.1,32.9,3.3,2.5,9.0,2.9,26.2,1.7,18.7,2.6,31,0,0,2,0,28,0,23,0,43832Wisconsin
2020-01-02,Connecticut,2020-04-28,60,22.7,3.8,4.3,13.1,0.9,21.0,1.3,20.0,2.4,27.9,3.5,3.9,10.7,2.3,24.1,2.3,22.1,2.9,20,0,0,4,0,18,0,18,0,43832Connecticut
2020-01-02,Delaware,2020-04-28,21,34.0,4.4,4.1,11.5,1.5,16.8,1.5,13.7,2.1,57.1,3.0,2.8,7.6,1.9,13.5,2.0,9.7,2.1,13,0,0,0,0,7,0,1,0,43832Delaware
2020-01-02,Maryland,2020-04-28,96,25.6,2.8,6.2,11.3,0.8,19.2,0.5,18.6,4.3,35.6,3.2,4.8,8.7,2.3,20.4,2.0,18.9,3.7,38,0,0,3,0,28,0,27,0,43832Maryland
2020-01-02,New York,2020-04-28,274,24.0,17.7,2.4,9.0,1.2,17.3,0.3,14.3,3.3,32.1,18.5,3.0,7.2,2.3,17.6,2.4,13.2,3.2,100,0,0,0,0,72,0,27,0,43832New York
2020-01-02,Pennsylvania,2020-04-28,186,33.2,3.3,1.0,12.0,3.8,18.6,0.8,14.3,2.7,54.1,2.4,2.0,8.0,2.8,16.1,1.4,10.3,2.4,104,0,0,6,0,58,0,18,0,43832Pennsylvania
2020-01-02,Rhode Island,2020-04-28,26,24.1,4.1,8.0,9.1,0.6,21.8,0.2,16.3,5.3,32.0,3.9,6.3,7.0,2.1,26.4,2.0,15.4,4.5,10,0,0,0,0,9,0,7,0,43832Rhode Island
2020-01-02,Guam,2020-05-02,7,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,44.7,3.8,2.6,6.0,3.0,20.2,1.9,14.3,3.2,3,0,0,0,0,2,0,2,0,43832Guam
2020-01-02,Kansas,2020-05-02,39,30.5,7.1,0.5,10.2,4.2,13.1,3.8,19.6,0.5,48.1,5.0,2.0,7.0,3.4,9.5,3.1,19.5,2.0,23,0,0,0,0,2,0,14,0,43832Kansas
2020-01-02,Indiana,2020-05-05,82,26.2,3.7,0.3,21.7,6.9,15.1,1.2,13.9,0.5,35.4,3.2,2.4,25.1,4.8,12.7,2.5,11.3,2.2,32,0,0,27,0,18,0,5,0,43832Indiana
2020-01-02,Nebraska,2020-05-12,29,29.7,6.6,0.6,9.8,1.6,13.9,2.7,24.2,0.5,42.5,4.4,2.1,6.8,2.2,10.0,2.4,27.3,2.0,15,0,0,0,0,2,0,12,0,43832Nebraska
2020-01-02,West Virginia,2020-05-12,28,36.5,6.2,2.3,8.2,5.8,13.6,3.1,13.4,0.6,62.8,3.9,2.4,4.8,3.8,8.8,2.6,9.0,1.6,26,0,0,0,0,1,0,1,0,43832West Virginia
2020-01-02,Kentucky,2020-05-19,54,35.7,6.3,3.5,8.7,5.3,13.8,3.1,12.5,0.5,59.8,4.2,2.9,5.7,3.7,9.5,2.8,8.9,2.1,49,0,0,0,0,3,0,2,0,43832Kentucky
2020-01-02,Oregon,2020-05-19,61,25.0,3.3,0.7,9.2,0.6,24.2,0.3,17.7,8.5,30.7,3.3,2.4,6.7,2.2,29.5,1.8,16.7,6.3,23,0,0,0,0,22,0,16,0,43832Oregon
2020-01-02,District of Columbia,2020-06-02,20,27.0,2.8,9.9,10.4,1.4,17.2,0.9,14.9,5.0,38.1,3.7,8.5,8.8,2.8,16.5,2.8,13.8,4.6,11,0,0,0,0,7,0,2,0,43832District of Columbia
2020-01-02,Montana,2020-06-02,19,25.8,8.0,0.4,11.2,3.6,14.3,3.6,21.7,0.8,33.7,6.9,2.7,9.5,3.8,12.3,3.8,24.3,2.6,10,0,0,0,0,1,0,8,0,43832Montana
2020-01-02,New Jersey,2020-06-02,126,22.1,5.2,11.3,9.9,1.3,19.1,0.6,16.0,3.8,27.4,5.4,10.2,9.0,3.2,21.1,2.6,16.1,4.4,47,0,4,0,0,41,0,34,0,43832New Jersey
2020-01-02,New Mexico,2020-06-02,34,25.4,4.2,1.5,7.9,0.5,24.1,0.4,16.1,9.3,31.3,4.1,2.8,5.9,2.5,28.5,2.2,15.2,7.2,13,0,0,0,0,12,0,8,0,43832New Mexico
2020-01-02,South Dakota,2020-06-02,16,27.2,7.6,0.5,10.4,4.1,13.1,3.8,22.4,0.6,36.2,6.1,2.5,8.0,4.1,10.8,4.0,25.3,2.6,8,0,0,0,0,1,0,7,0,43832South Dakota
2020-01-02,Virgin Islands,2020-06-06,7,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,41.8,4.3,3.3,6.9,3.4,19.0,2.6,14.7,3.5,3,0,0,0,0,2,0,2,0,43832Virgin Islands
2020-01-02,US,2020-07-01,41,28.8,5.3,2.5,10.2,3.3,17.9,2.1,16.5,2.9,50.2,2.7,1.4,6.8,1.7,19.4,1.1,14.6,1.6,2020,0,4,89,17,1060,0,714,0,43832US
2020-01-03,Iowa,2020-02-03,41,18.9,0.0,2.2,22.0,6.5,18.4,3.3,14.9,3.2,22.6,0.0,1.8,32.5,3.5,21.5,2.0,13.6,2.1,12,0,0,14,0,11,0,4,0,43833Iowa
2020-01-03,New Hampshire,2020-02-11,24,19.7,0.0,2.7,18.0,3.7,20.8,3.0,16.9,4.8,25.0,0.0,2.0,19.7,2.4,28.3,2.1,17.4,2.8,6,0,0,6,0,7,0,5,0,43833New Hampshire
2020-01-03,Nevada,2020-02-22,36,28.1,0.0,1.5,9.3,2.3,21.6,4.2,17.6,5.0,47.6,0.0,1.4,4.8,1.7,24.7,1.8,15.2,2.4,15,0,0,0,0,12,0,9,0,43833Nevada
2020-01-03,South Carolina,2020-02-29,54,41.0,0.0,3.5,8.4,3.0,14.1,5.9,11.0,2.8,84.9,0.0,0.9,2.1,0.9,5.0,1.4,3.7,0.9,48,0,0,0,0,5,0,1,0,43833South Carolina
2020-01-03,Alabama,2020-03-03,52,36.8,6.1,3.9,7.9,4.8,12.9,3.4,12.9,0.8,76.2,2.4,1.4,3.0,2.0,6.0,1.3,6.4,0.8,48,0,0,0,0,2,0,2,0,43833Alabama
2020-01-03,American Samoa,2020-03-03,6,29.7,4.8,2.4,8.8,3.0,19.7,1.3,16.5,3.5,51.8,2.6,1.9,4.9,1.9,19.9,1.3,13.5,2.0,3,0,0,0,0,2,0,2,0,43833American Samoa
