state,statecat,value,label,xValue,yValue,rank
Florida,Maine,48.0,FL,714.0,397.8154,
Georgia,Maine,36.2,GA,680.0117,335.2354,
Hawaii,Maine,27.0,HI,380.0,465.0,
Idaho,Maine,71.9,ID,310.1851,155.0,
Illinois,Maine,47.7,IL,596.6602,231.2954,
Indiana,Maine,54.0,IN,633.4111,228.4214,
Iowa,Maine,65.2,IA,545.8457,202.6782,
Kansas,Maine,72.4,KS,487.0,259.1592,
Kentucky,Maine,61.4,KY,655.1484,264.9658,
Louisiana,Maine,38.1,LA,561.4404,369.8135,
Maine,Maine,99.8,ME,807.3105,109.855,
Maryland,Maine,43.0,MD,-1000.0,-1000.0,
Massachusetts,Maine,74.2,MA,-1000.0,-1000.0,
Michigan,Maine,61.1,MI,645.6465,181.3647,
Minnesota,Maine,59.3,MN,530.8594,141.5874,
Mississippi,Maine,33.9,MS,598.6016,342.1514,
Missouri,Maine,55.3,MO,557.0,261.123,
Montana,Maine,71.3,MT,370.0981,112.7705,
Nebraska,Maine,72.1,NE,473.8364,210.0527,
Nevada,Maine,44.9,NV,267.8765,219.0957,
New Hampshire,Maine,66.9,NH,-1000.0,-1000.0,
New Jersey,Maine,62.6,NJ,785.0,210.0,
New Mexico,Maine,33.6,NM,385.3774,314.1035,
New York,Maine,53.5,NY,753.5781,163.2588,
North Carolina,Maine,55.3,NC,728.6084,284.5029,
North Dakota,Maine,79.6,ND,467.0742,117.3823,
Ohio,Maine,64.1,OH,670.7197,219.4883,
Oklahoma,Maine,60.7,OK,500.1963,306.418,
Oregon,Maine,62.5,OR,240.2783,139.5654,
Pennsylvania,Maine,58.9,PA,730.3535,200.856,
Rhode Island,Maine,72.9,RI,-1000.0,-1000.0,
South Carolina,Maine,37.9,SC,712.4395,315.6387,
South Dakota,Maine,75.0,SD,468.0742,163.5166,
Tennessee,Maine,49.5,TN,640.8594,294.8193,
Texas,Maine,34.8,TX,480.9902,374.2861,
Utah,Maine,55.6,UT,330.1084,234.978,
Vermont,Maine,63.9,VT,-1000.0,-1000.0,
Virginia,Maine,54.2,VA,731.0264,252.7842,
Washington,Maine,55.6,WA,256.9365,88.0762,
West Virginia,Maine,75.2,WV,701.0,243.0,
Wisconsin,Maine,63.0,WI,585.2529,163.2588,
Wyoming,Maine,77.9,WY,385.9287,179.6255,
District of Columbia,Maine,26.9,DC,-1000.0,-1000.0,
Alabama,Maryland,79.8,AL,637.0,338.6934,
Alaska,Maryland,39.8,AK,245.0,400.0,
Arizona,Maryland,40.2,AZ,315.0,306.5801,
Arkansas,Maryland,58.4,AR,560.0,315.6387,
California,Maryland,53.2,CA,223.0,253.9219,
Colorado,Maryland,50.6,CO,400.0,245.5645,
Connecticut,Maryland,55.0,CT,-1000.0,-1000.0,
Delaware,Maryland,65.9,DE,-1000.0,-1000.0,
Florida,Maryland,68.0,FL,714.0,397.8154,
Georgia,Maryland,77.0,GA,680.0117,335.2354,
Hawaii,Maryland,47.5,HI,380.0,465.0,
Idaho,Maryland,34.0,ID,310.1851,155.0,
Illinois,Maryland,68.8,IL,596.6602,231.2954,
Indiana,Maryland,62.8,IN,633.4111,228.4214,
Iowa,Maryland,41.5,IA,545.8457,202.6782,
Kansas,Maryland,43.9,KS,487.0,259.1592,
Kentucky,Maryland,59.6,KY,655.1484,264.9658,
Louisiana,Maryland,64.3,LA,561.4404,369.8135,
Maine,Maryland,43.9,ME,807.3105,109.855,
Maryland,Maryland,99.8,MD,-1000.0,-1000.0,
Massachusetts,Maryland,53.2,MA,-1000.0,-1000.0,
Michigan,Maryland,61.6,MI,645.6465,181.3647,
Minnesota,Maryland,48.9,MN,530.8594,141.5874,
Mississippi,Maryland,62.1,MS,598.6016,342.1514,
Missouri,Maryland,58.3,MO,557.0,261.123,
Montana,Maryland,33.2,MT,370.0981,112.7705,
Nebraska,Maryland,43.2,NE,473.8364,210.0527,
Nevada,Maryland,43.5,NV,267.8765,219.0957,
New Hampshire,Maryland,51.5,NH,-1000.0,-1000.0,
New Jersey,Maryland,70.3,NJ,785.0,210.0,
New Mexico,Maryland,45.1,NM,385.3774,314.1035,
New York,Maryland,71.1,NY,753.5781,163.2588,
North Carolina,Maryland,72.7,NC,728.6084,284.5029,
North Dakota,Maryland,34.9,ND,467.0742,117.3823,
Ohio,Maryland,65.7,OH,670.7197,219.4883,
Oklahoma,Maryland,41.2,OK,500.1963,306.418,
Oregon,Maryland,38.9,OR,240.2783,139.5654,
Pennsylvania,Maryland,68.5,PA,730.3535,200.856,
Rhode Island,Maryland,60.4,RI,-1000.0,-1000.0,
South Carolina,Maryland,71.6,SC,712.4395,315.6387,
South Dakota,Maryland,38.7,SD,468.0742,163.5166,
Tennessee,Maryland,72.8,TN,640.8594,294.8193,
Texas,Maryland,64.0,TX,480.9902,374.2861,
Utah,Maryland,37.4,UT,330.1084,234.978,
Vermont,Maryland,48.1,VT,-1000.0,-1000.0,
Virginia,Maryland,66.9,VA,731.0264,252.7842,
Washington,Maryland,32.0,WA,256.9365,88.0762,
West Virginia,Maryland,46.4,WV,701.0,243.0,
Wisconsin,Maryland,53.0,WI,585.2529,163.2588,
Wyoming,Maryland,33.0,WY,385.9287,179.6255,
District of Columbia,Maryland,53.4,DC,-1000.0,-1000.0,
Alabama,Massachusetts,44.4,AL,637.0,338.6934,
Alaska,Massachusetts,52.4,AK,245.0,400.0,
Arizona,Massachusetts,52.0,AZ,315.0,306.5801,
Arkansas,Massachusetts,54.0,AR,560.0,315.6387,
California,Massachusetts,41.5,CA,223.0,253.9219,
Colorado,Massachusetts,58.9,CO,400.0,245.5645,
Connecticut,Massachusetts,95.6,CT,-1000.0,-1000.0,
Delaware,Massachusetts,74.6,DE,-1000.0,-1000.0,
Florida,Massachusetts,46.3,FL,714.0,397.8154,
Georgia,Massachusetts,39.7,GA,680.0117,335.2354,
Hawaii,Massachusetts,41.4,HI,380.0,465.0,
Idaho,Massachusetts,61.8,ID,310.1851,155.0,
Illinois,Massachusetts,59.8,IL,596.6602,231.2954,
Indiana,Massachusetts,73.4,IN,633.4111,228.4214,
Iowa,Massachusetts,71.1,IA,545.8457,202.6782,
Kansas,Massachusetts,68.9,KS,487.0,259.1592,
Kentucky,Massachusetts,74.6,KY,655.1484,264.9658,
Louisiana,Massachusetts,36.0,LA,561.4404,369.8135,
Maine,Massachusetts,74.8,ME,807.3105,109.855,
Maryland,Massachusetts,53.1,MD,-1000.0,-1000.0,
Massachusetts,Massachusetts,99.8,MA,-1000.0,-1000.0,
Michigan,Massachusetts,65.0,MI,645.6465,181.3647,
Minnesota,Massachusetts,82.1,MN,530.8594,141.5874,
Mississippi,Massachusetts,34.0,MS,598.6016,342.1514,
Missouri,Massachusetts,66.8,MO,557.0,261.123,
Montana,Massachusetts,59.5,MT,370.0981,112.7705,
Nebraska,Massachusetts,68.5,NE,473.8364,210.0527,
Nevada,Massachusetts,49.9,NV,267.8765,219.0957,
New Hampshire,Massachusetts,86.0,NH,-1000.0,-1000.0,
New Jersey,Massachusetts,74.5,NJ,785.0,210.0,
New Mexico,Massachusetts,46.0,NM,385.3774,314.1035,
New York,Massachusetts,70.9,NY,753.5781,163.2588,
North Carolina,Massachusetts,61.1,NC,728.6084,284.5029,
North Dakota,Massachusetts,59.1,ND,467.0742,117.3823,
Ohio,Massachusetts,71.0,OH,670.7197,219.4883,
Oklahoma,Massachusetts,49.4,OK,500.1963,306.418,
Oregon,Massachusetts,71.0,OR,240.2783,139.5654,
Pennsylvania,Massachusetts,71.4,PA,730.3535,200.856,
Rhode Island,Massachusetts,85.8,RI,-1000.0,-1000.0,
South Carolina,Massachusetts,39.8,SC,712.4395,315.6387,
South Dakota,Massachusetts,65.4,SD,468.0742,163.5166,
Tennessee,Massachusetts,57.4,TN,640.8594,294.8193,
Texas,Massachusetts,42.9,TX,480.9902,374.2861,
Utah,Massachusetts,59.8,UT,330.1084,234.978,
Vermont,Massachusetts,80.2,VT,-1000.0,-1000.0,
Virginia,Massachusetts,65.2,VA,731.0264,252.7842,
Washington,Massachusetts,68.1,WA,256.9365,88.0762,
West Virginia,Massachusetts,67.9,WV,701.0,243.0,
Wisconsin,Massachusetts,82.8,WI,585.2529,163.2588,
Wyoming,Massachusetts,57.3,WY,385.9287,179.6255,
District of Columbia,Massachusetts,35.8,DC,-1000.0,-1000.0,
Alabama,Michigan,60.1,AL,637.0,338.6934,
Alaska,Michigan,65.6,AK,245.0,400.0,
Arizona,Michigan,65.6,AZ,315.0,306.5801,
Arkansas,Michigan,75.7,AR,560.0,315.6387,
California,Michigan,50.3,CA,223.0,253.9219,
Colorado,Michigan,69.4,CO,400.0,245.5645,
Connecticut,Michigan,64.1,CT,-1000.0,-1000.0,
Delaware,Michigan,77.6,DE,-1000.0,-1000.0,
Florida,Michigan,61.8,FL,714.0,397.8154,
Georgia,Michigan,52.8,GA,680.0117,335.2354,
Hawaii,Michigan,44.0,HI,380.0,465.0,
Idaho,Michigan,56.3,ID,310.1851,155.0,
Illinois,Michigan,75.5,IL,596.6602,231.2954,
Indiana,Michigan,84.1,IN,633.4111,228.4214,
Iowa,Michigan,63.0,IA,545.8457,202.6782,
Kansas,Michigan,67.5,KS,487.0,259.1592,
Kentucky,Michigan,73.4,KY,655.1484,264.9658,
Louisiana,Michigan,56.2,LA,561.4404,369.8135,
Maine,Michigan,61.7,ME,807.3105,109.855,
Maryland,Michigan,61.1,MD,-1000.0,-1000.0,
Massachusetts,Michigan,65.1,MA,-1000.0,-1000.0,
Michigan,Michigan,99.8,MI,645.6465,181.3647,
Minnesota,Michigan,70.5,MN,530.8594,141.5874,
Mississippi,Michigan,47.6,MS,598.6016,342.1514,
Missouri,Michigan,83.7,MO,557.0,261.123,
Montana,Michigan,58.4,MT,370.0981,112.7705,
Nebraska,Michigan,67.2,NE,473.8364,210.0527,
Nevada,Michigan,58.3,NV,267.8765,219.0957,
New Hampshire,Michigan,58.5,NH,-1000.0,-1000.0,
New Jersey,Michigan,84.1,NJ,785.0,210.0,
New Mexico,Michigan,50.0,NM,385.3774,314.1035,
New York,Michigan,75.4,NY,753.5781,163.2588,
North Carolina,Michigan,76.1,NC,728.6084,284.5029,
North Dakota,Michigan,60.3,ND,467.0742,117.3823,
Ohio,Michigan,84.1,OH,670.7197,219.4883,
Oklahoma,Michigan,68.6,OK,500.1963,306.418,
Oregon,Michigan,60.1,OR,240.2783,139.5654,
Pennsylvania,Michigan,78.9,PA,730.3535,200.856,
Rhode Island,Michigan,75.5,RI,-1000.0,-1000.0,
South Carolina,Michigan,50.4,SC,712.4395,315.6387,
South Dakota,Michigan,66.5,SD,468.0742,163.5166,
Tennessee,Michigan,76.0,TN,640.8594,294.8193,
Texas,Michigan,60.5,TX,480.9902,374.2861,
Utah,Michigan,58.9,UT,330.1084,234.978,
Vermont,Michigan,53.7,VT,-1000.0,-1000.0,
Virginia,Michigan,77.2,VA,731.0264,252.7842,
Washington,Michigan,52.8,WA,256.9365,88.0762,
West Virginia,Michigan,62.7,WV,701.0,243.0,
Wisconsin,Michigan,74.7,WI,585.2529,163.2588,
Wyoming,Michigan,56.5,WY,385.9287,179.6255,
District of Columbia,Michigan,37.0,DC,-1000.0,-1000.0,
Alabama,Minnesota,45.9,AL,637.0,338.6934,
Alaska,Minnesota,53.3,AK,245.0,400.0,
Arizona,Minnesota,58.9,AZ,315.0,306.5801,
Arkansas,Minnesota,60.5,AR,560.0,315.6387,
California,Minnesota,47.9,CA,223.0,253.9219,
Colorado,Minnesota,69.9,CO,400.0,245.5645,
Connecticut,Minnesota,79.9,CT,-1000.0,-1000.0,
Delaware,Minnesota,66.4,DE,-1000.0,-1000.0,
Florida,Minnesota,44.9,FL,714.0,397.8154,
Georgia,Minnesota,38.6,GA,680.0117,335.2354,
Hawaii,Minnesota,43.2,HI,380.0,465.0,
Idaho,Minnesota,66.2,ID,310.1851,155.0,
Illinois,Minnesota,65.7,IL,596.6602,231.2954,
Indiana,Minnesota,78.6,IN,633.4111,228.4214,
Iowa,Minnesota,79.1,IA,545.8457,202.6782,
Kansas,Minnesota,77.4,KS,487.0,259.1592,
Kentucky,Minnesota,77.9,KY,655.1484,264.9658,
Louisiana,Minnesota,39.8,LA,561.4404,369.8135,
Maine,Minnesota,60.0,ME,807.3105,109.855,
Maryland,Minnesota,46.9,MD,-1000.0,-1000.0,
Massachusetts,Minnesota,81.8,MA,-1000.0,-1000.0,
Michigan,Minnesota,69.5,MI,645.6465,181.3647,
Minnesota,Minnesota,99.8,MN,530.8594,141.5874,
Mississippi,Minnesota,36.8,MS,598.6016,342.1514,
Missouri,Minnesota,76.6,MO,557.0,261.123,
Montana,Minnesota,66.0,MT,370.0981,112.7705,
Nebraska,Minnesota,78.4,NE,473.8364,210.0527,
Nevada,Minnesota,56.5,NV,267.8765,219.0957,
New Hampshire,Minnesota,71.1,NH,-1000.0,-1000.0,
New Jersey,Minnesota,65.8,NJ,785.0,210.0,
New Mexico,Minnesota,54.0,NM,385.3774,314.1035,
New York,Minnesota,63.5,NY,753.5781,163.2588,
North Carolina,Minnesota,56.5,NC,728.6084,284.5029,
North Dakota,Minnesota,68.9,ND,467.0742,117.3823,
Ohio,Minnesota,70.8,OH,670.7197,219.4883,
Oklahoma,Minnesota,58.9,OK,500.1963,306.418,
Oregon,Minnesota,72.5,OR,240.2783,139.5654,
Pennsylvania,Minnesota,66.4,PA,730.3535,200.856,
Rhode Island,Minnesota,73.4,RI,-1000.0,-1000.0,
South Carolina,Minnesota,36.3,SC,712.4395,315.6387,
South Dakota,Minnesota,75.1,SD,468.0742,163.5166,
Tennessee,Minnesota,60.1,TN,640.8594,294.8193,
Texas,Minnesota,50.8,TX,480.9902,374.2861,
Utah,Minnesota,66.2,UT,330.1084,234.978,
Vermont,Minnesota,65.9,VT,-1000.0,-1000.0,
Virginia,Minnesota,60.9,VA,731.0264,252.7842,
Washington,Minnesota,69.7,WA,256.9365,88.0762,
West Virginia,Minnesota,61.6,WV,701.0,243.0,
Wisconsin,Minnesota,95.2,WI,585.2529,163.2588,
Wyoming,Minnesota,64.5,WY,385.9287,179.6255,
District of Columbia,Minnesota,29.8,DC,-1000.0,-1000.0,
Alabama,Mississippi,75.1,AL,637.0,338.6934,
Alaska,Mississippi,25.9,AK,245.0,400.0,
Arizona,Mississippi,35.6,AZ,315.0,306.5801,
Arkansas,Mississippi,53.9,AR,560.0,315.6387,
California,Mississippi,35.1,CA,223.0,253.9219,
Colorado,Mississippi,39.0,CO,400.0,245.5645,
Connecticut,Mississippi,32.5,CT,-1000.0,-1000.0,
Delaware,Mississippi,42.5,DE,-1000.0,-1000.0,
Florida,Mississippi,55.0,FL,714.0,397.8154,
Georgia,Mississippi,66.2,GA,680.0117,335.2354,
Hawaii,Mississippi,29.3,HI,380.0,465.0,
Idaho,Mississippi,26.9,ID,310.1851,155.0,
Illinois,Mississippi,51.3,IL,596.6602,231.2954,
Indiana,Mississippi,43.7,IN,633.4111,228.4214,
Iowa,Mississippi,32.7,IA,545.8457,202.6782,
Kansas,Mississippi,37.8,KS,487.0,259.1592,
Kentucky,Mississippi,42.7,KY,655.1484,264.9658,
Louisiana,Mississippi,81.1,LA,561.4404,369.8135,
Maine,Mississippi,32.5,ME,807.3105,109.855,
Maryland,Mississippi,60.4,MD,-1000.0,-1000.0,
Massachusetts,Mississippi,32.0,MA,-1000.0,-1000.0,
Michigan,Mississippi,45.5,MI,645.6465,181.3647,
Minnesota,Mississippi,36.6,MN,530.8594,141.5874,
Mississippi,Mississippi,99.8,MS,598.6016,342.1514,
Missouri,Mississippi,46.7,MO,557.0,261.123,
Montana,Mississippi,29.9,MT,370.0981,112.7705,
Nebraska,Mississippi,36.3,NE,473.8364,210.0527,
Nevada,Mississippi,28.9,NV,267.8765,219.0957,
New Hampshire,Mississippi,30.3,NH,-1000.0,-1000.0,
New Jersey,Mississippi,45.6,NJ,785.0,210.0,
New Mexico,Mississippi,32.7,NM,385.3774,314.1035,
New York,Mississippi,43.4,NY,753.5781,163.2588,
North Carolina,Mississippi,53.6,NC,728.6084,284.5029,
North Dakota,Mississippi,33.5,ND,467.0742,117.3823,
Ohio,Mississippi,47.9,OH,670.7197,219.4883,
Oklahoma,Mississippi,39.3,OK,500.1963,306.418,
Oregon,Mississippi,27.5,OR,240.2783,139.5654,
Pennsylvania,Mississippi,42.3,PA,730.3535,200.856,
Rhode Island,Mississippi,38.4,RI,-1000.0,-1000.0,
South Carolina,Mississippi,73.3,SC,712.4395,315.6387,
South Dakota,Mississippi,35.5,SD,468.0742,163.5166,
Tennessee,Mississippi,54.1,TN,640.8594,294.8193,
Texas,Mississippi,50.5,TX,480.9902,374.2861,
Utah,Mississippi,30.0,UT,330.1084,234.978,
Vermont,Mississippi,29.3,VT,-1000.0,-1000.0,
Virginia,Mississippi,43.2,VA,731.0264,252.7842,
Washington,Mississippi,22.1,WA,256.9365,88.0762,
West Virginia,Mississippi,40.1,WV,701.0,243.0,
Wisconsin,Mississippi,39.1,WI,585.2529,163.2588,
Wyoming,Mississippi,32.4,WY,385.9287,179.6255,
District of Columbia,Mississippi,60.6,DC,-1000.0,-1000.0,
Alabama,Missouri,60.3,AL,637.0,338.6934,
Alaska,Missouri,62.8,AK,245.0,400.0,
Arizona,Missouri,67.1,AZ,315.0,306.5801,
Arkansas,Missouri,76.9,AR,560.0,315.6387,
California,Missouri,54.1,CA,223.0,253.9219,
Colorado,Missouri,76.6,CO,400.0,245.5645,
Connecticut,Missouri,64.9,CT,-1000.0,-1000.0,
Delaware,Missouri,76.0,DE,-1000.0,-1000.0,
Florida,Missouri,60.1,FL,714.0,397.8154,
Georgia,Missouri,49.0,GA,680.0117,335.2354,
Hawaii,Missouri,46.9,HI,380.0,465.0,
Idaho,Missouri,57.9,ID,310.1851,155.0,
Illinois,Missouri,80.3,IL,596.6602,231.2954,
Indiana,Missouri,88.3,IN,633.4111,228.4214,
Iowa,Missouri,71.4,IA,545.8457,202.6782,
Kansas,Missouri,72.6,KS,487.0,259.1592,
Kentucky,Missouri,79.6,KY,655.1484,264.9658,
Louisiana,Missouri,52.5,LA,561.4404,369.8135,
Maine,Missouri,54.7,ME,807.3105,109.855,
Maryland,Missouri,56.7,MD,-1000.0,-1000.0,
Massachusetts,Missouri,65.8,MA,-1000.0,-1000.0,
Michigan,Missouri,83.5,MI,645.6465,181.3647,
Minnesota,Missouri,76.5,MN,530.8594,141.5874,
Mississippi,Missouri,47.4,MS,598.6016,342.1514,
Missouri,Missouri,99.8,MO,557.0,261.123,
Montana,Missouri,56.9,MT,370.0981,112.7705,
Nebraska,Missouri,71.4,NE,473.8364,210.0527,
Nevada,Missouri,63.1,NV,267.8765,219.0957,
New Hampshire,Missouri,58.9,NH,-1000.0,-1000.0,
New Jersey,Missouri,76.9,NJ,785.0,210.0,
New Mexico,Missouri,58.8,NM,385.3774,314.1035,
New York,Missouri,74.0,NY,753.5781,163.2588,
North Carolina,Missouri,68.7,NC,728.6084,284.5029,
North Dakota,Missouri,59.5,ND,467.0742,117.3823,
Ohio,Missouri,82.3,OH,670.7197,219.4883,
Oklahoma,Missouri,71.6,OK,500.1963,306.418,
Oregon,Missouri,65.2,OR,240.2783,139.5654,
Pennsylvania,Missouri,81.2,PA,730.3535,200.856,
Rhode Island,Missouri,70.5,RI,-1000.0,-1000.0,
South Carolina,Missouri,45.7,SC,712.4395,315.6387,
South Dakota,Missouri,65.7,SD,468.0742,163.5166,
Tennessee,Missouri,76.2,TN,640.8594,294.8193,
Texas,Missouri,61.6,TX,480.9902,374.2861,
Utah,Missouri,60.6,UT,330.1084,234.978,
Vermont,Missouri,56.5,VT,-1000.0,-1000.0,
Virginia,Missouri,78.1,VA,731.0264,252.7842,
Washington,Missouri,57.6,WA,256.9365,88.0762,
West Virginia,Missouri,60.2,WV,701.0,243.0,
Wisconsin,Missouri,79.3,WI,585.2529,163.2588,
Wyoming,Missouri,57.4,WY,385.9287,179.6255,
District of Columbia,Missouri,35.2,DC,-1000.0,-1000.0,
Alabama,Montana,37.1,AL,637.0,338.6934,
Alaska,Montana,57.5,AK,245.0,400.0,
Arizona,Montana,67.9,AZ,315.0,306.5801,
Arkansas,Montana,60.8,AR,560.0,315.6387,
California,Montana,41.4,CA,223.0,253.9219,
Colorado,Montana,58.8,CO,400.0,245.5645,
Connecticut,Montana,59.4,CT,-1000.0,-1000.0,
Delaware,Montana,54.5,DE,-1000.0,-1000.0,
Florida,Montana,42.8,FL,714.0,397.8154,
Georgia,Montana,31.6,GA,680.0117,335.2354,
Hawaii,Montana,29.0,HI,380.0,465.0,
Idaho,Montana,85.9,ID,310.1851,155.0,
Illinois,Montana,48.4,IL,596.6602,231.2954,
Indiana,Montana,52.7,IN,633.4111,228.4214,
Iowa,Montana,70.6,IA,545.8457,202.6782,
Kansas,Montana,81.0,KS,487.0,259.1592,
Kentucky,Montana,57.4,KY,655.1484,264.9658,
Louisiana,Montana,39.6,LA,561.4404,369.8135,
Maine,Montana,70.9,ME,807.3105,109.855,
Maryland,Montana,33.1,MD,-1000.0,-1000.0,
Massachusetts,Montana,60.7,MA,-1000.0,-1000.0,
Michigan,Montana,58.9,MI,645.6465,181.3647,
Minnesota,Montana,67.2,MN,530.8594,141.5874,
Mississippi,Montana,31.8,MS,598.6016,342.1514,
Missouri,Montana,58.6,MO,557.0,261.123,
Montana,Montana,99.8,MT,370.0981,112.7705,
Nebraska,Montana,82.9,NE,473.8364,210.0527,
Nevada,Montana,58.4,NV,267.8765,219.0957,
New Hampshire,Montana,53.0,NH,-1000.0,-1000.0,
New Jersey,Montana,51.0,NJ,785.0,210.0,
New Mexico,Montana,44.8,NM,385.3774,314.1035,
New York,Montana,42.7,NY,753.5781,163.2588,
North Carolina,Montana,48.3,NC,728.6084,284.5029,
North Dakota,Montana,87.5,ND,467.0742,117.3823,
Ohio,Montana,57.2,OH,670.7197,219.4883,
Oklahoma,Montana,69.8,OK,500.1963,306.418,
Oregon,Montana,79.1,OR,240.2783,139.5654,
Pennsylvania,Montana,48.0,PA,730.3535,200.856,
Rhode Island,Montana,59.0,RI,-1000.0,-1000.0,
South Carolina,Montana,32.0,SC,712.4395,315.6387,
South Dakota,Montana,87.7,SD,468.0742,163.5166,
Tennessee,Montana,46.5,TN,640.8594,294.8193,
Texas,Montana,42.2,TX,480.9902,374.2861,
Utah,Montana,72.1,UT,330.1084,234.978,
Vermont,Montana,49.4,VT,-1000.0,-1000.0,
Virginia,Montana,45.8,VA,731.0264,252.7842,
Washington,Montana,72.9,WA,256.9365,88.0762,
West Virginia,Montana,67.4,WV,701.0,243.0,
Wisconsin,Montana,65.8,WI,585.2529,163.2588,
Wyoming,Montana,90.3,WY,385.9287,179.6255,
District of Columbia,Montana,20.3,DC,-1000.0,-1000.0,
Alabama,Nebraska,44.7,AL,637.0,338.6934,
Alaska,Nebraska,62.8,AK,245.0,400.0,
Arizona,Nebraska,65.1,AZ,315.0,306.5801,
Arkansas,Nebraska,65.7,AR,560.0,315.6387,
California,Nebraska,42.6,CA,223.0,253.9219,
Colorado,Nebraska,65.6,CO,400.0,245.5645,
Connecticut,Nebraska,66.9,CT,-1000.0,-1000.0,
Delaware,Nebraska,64.5,DE,-1000.0,-1000.0,
Florida,Nebraska,49.1,FL,714.0,397.8154,
Georgia,Nebraska,38.2,GA,680.0117,335.2354,
Hawaii,Nebraska,32.9,HI,380.0,465.0,
Idaho,Nebraska,79.9,ID,310.1851,155.0,
Illinois,Nebraska,59.7,IL,596.6602,231.2954,
Indiana,Nebraska,63.2,IN,633.4111,228.4214,
Iowa,Nebraska,84.6,IA,545.8457,202.6782,
Kansas,Nebraska,98.0,KS,487.0,259.1592,
Kentucky,Nebraska,68.8,KY,655.1484,264.9658,
Louisiana,Nebraska,42.5,LA,561.4404,369.8135,
Maine,Nebraska,71.8,ME,807.3105,109.855,
Maryland,Nebraska,40.7,MD,-1000.0,-1000.0,
Massachusetts,Nebraska,67.4,MA,-1000.0,-1000.0,
Michigan,Nebraska,66.4,MI,645.6465,181.3647,
Minnesota,Nebraska,77.2,MN,530.8594,141.5874,
Mississippi,Nebraska,36.4,MS,598.6016,342.1514,
Missouri,Nebraska,71.1,MO,557.0,261.123,
Montana,Nebraska,83.1,MT,370.0981,112.7705,
Nebraska,Nebraska,99.8,NE,473.8364,210.0527,
Nevada,Nebraska,59.9,NV,267.8765,219.0957,
New Hampshire,Nebraska,59.8,NH,-1000.0,-1000.0,
New Jersey,Nebraska,60.1,NJ,785.0,210.0,
New Mexico,Nebraska,51.0,NM,385.3774,314.1035,
New York,Nebraska,50.7,NY,753.5781,163.2588,
North Carolina,Nebraska,55.2,NC,728.6084,284.5029,
North Dakota,Nebraska,83.8,ND,467.0742,117.3823,
Ohio,Nebraska,68.1,OH,670.7197,219.4883,
Oklahoma,Nebraska,71.3,OK,500.1963,306.418,
Oregon,Nebraska,76.2,OR,240.2783,139.5654,
Pennsylvania,Nebraska,57.2,PA,730.3535,200.856,
Rhode Island,Nebraska,67.6,RI,-1000.0,-1000.0,
South Carolina,Nebraska,36.6,SC,712.4395,315.6387,
South Dakota,Nebraska,91.8,SD,468.0742,163.5166,
Tennessee,Nebraska,57.3,TN,640.8594,294.8193,
Texas,Nebraska,50.8,TX,480.9902,374.2861,
Utah,Nebraska,73.7,UT,330.1084,234.978,
Vermont,Nebraska,56.1,VT,-1000.0,-1000.0,
Virginia,Nebraska,53.8,VA,731.0264,252.7842,
Washington,Nebraska,67.4,WA,256.9365,88.0762,
West Virginia,Nebraska,68.6,WV,701.0,243.0,
Wisconsin,Nebraska,77.2,WI,585.2529,163.2588,
Wyoming,Nebraska,82.6,WY,385.9287,179.6255,
District of Columbia,Nebraska,24.0,DC,-1000.0,-1000.0,
Alabama,Nevada,47.9,AL,637.0,338.6934,
Alaska,Nevada,64.0,AK,245.0,400.0,
Arizona,Nevada,69.0,AZ,315.0,306.5801,
Arkansas,Nevada,57.8,AR,560.0,315.6387,
California,Nevada,69.2,CA,223.0,253.9219,
Colorado,Nevada,76.6,CO,400.0,245.5645,
Connecticut,Nevada,51.3,CT,-1000.0,-1000.0,
Delaware,Nevada,52.8,DE,-1000.0,-1000.0,
Florida,Nevada,57.2,FL,714.0,397.8154,
Georgia,Nevada,41.7,GA,680.0117,335.2354,
Hawaii,Nevada,52.4,HI,380.0,465.0,
Idaho,Nevada,65.8,ID,310.1851,155.0,
Illinois,Nevada,67.4,IL,596.6602,231.2954,
Indiana,Nevada,58.2,IN,633.4111,228.4214,
Iowa,Nevada,60.8,IA,545.8457,202.6782,
Kansas,Nevada,62.4,KS,487.0,259.1592,
Kentucky,Nevada,51.8,KY,655.1484,264.9658,
Louisiana,Nevada,45.2,LA,561.4404,369.8135,
Maine,Nevada,47.2,ME,807.3105,109.855,
Maryland,Nevada,48.1,MD,-1000.0,-1000.0,
Massachusetts,Nevada,52.4,MA,-1000.0,-1000.0,
Michigan,Nevada,56.9,MI,645.6465,181.3647,
Minnesota,Nevada,58.0,MN,530.8594,141.5874,
Mississippi,Nevada,37.0,MS,598.6016,342.1514,
Missouri,Nevada,62.7,MO,557.0,261.123,
Montana,Nevada,60.2,MT,370.0981,112.7705,
Nebraska,Nevada,63.2,NE,473.8364,210.0527,
Nevada,Nevada,99.8,NV,267.8765,219.0957,
New Hampshire,Nevada,45.7,NH,-1000.0,-1000.0,
New Jersey,Nevada,55.5,NJ,785.0,210.0,
New Mexico,Nevada,73.2,NM,385.3774,314.1035,
New York,Nevada,65.8,NY,753.5781,163.2588,
North Carolina,Nevada,55.8,NC,728.6084,284.5029,
North Dakota,Nevada,53.3,ND,467.0742,117.3823,
Ohio,Nevada,52.7,OH,670.7197,219.4883,
Oklahoma,Nevada,56.3,OK,500.1963,306.418,
