state,statecat,value,label,xValue,yValue,rank
Delaware,Pennsylvania,84.8,DE,-1000.0,-1000.0,
Florida,Pennsylvania,63.4,FL,714.0,397.8154,
Georgia,Pennsylvania,53.8,GA,680.0117,335.2354,
Hawaii,Pennsylvania,48.0,HI,380.0,465.0,
Idaho,Pennsylvania,49.4,ID,310.1851,155.0,
Illinois,Pennsylvania,77.9,IL,596.6602,231.2954,
Indiana,Pennsylvania,82.3,IN,633.4111,228.4214,
Iowa,Pennsylvania,60.5,IA,545.8457,202.6782,
Kansas,Pennsylvania,59.4,KS,487.0,259.1592,
Kentucky,Pennsylvania,77.7,KY,655.1484,264.9658,
Louisiana,Pennsylvania,45.6,LA,561.4404,369.8135,
Maine,Pennsylvania,59.1,ME,807.3105,109.855,
Maryland,Pennsylvania,69.0,MD,-1000.0,-1000.0,
Massachusetts,Pennsylvania,72.4,MA,-1000.0,-1000.0,
Michigan,Pennsylvania,78.4,MI,645.6465,181.3647,
Minnesota,Pennsylvania,67.6,MN,530.8594,141.5874,
Mississippi,Pennsylvania,45.4,MS,598.6016,342.1514,
Missouri,Pennsylvania,80.9,MO,557.0,261.123,
Montana,Pennsylvania,47.8,MT,370.0981,112.7705,
Nebraska,Pennsylvania,58.7,NE,473.8364,210.0527,
Nevada,Pennsylvania,59.4,NV,267.8765,219.0957,
New Hampshire,Pennsylvania,67.6,NH,-1000.0,-1000.0,
New Jersey,Pennsylvania,87.5,NJ,785.0,210.0,
New Mexico,Pennsylvania,55.6,NM,385.3774,314.1035,
New York,Pennsylvania,84.9,NY,753.5781,163.2588,
North Carolina,Pennsylvania,77.6,NC,728.6084,284.5029,
North Dakota,Pennsylvania,49.6,ND,467.0742,117.3823,
Ohio,Pennsylvania,84.1,OH,670.7197,219.4883,
Oklahoma,Pennsylvania,59.0,OK,500.1963,306.418,
Oregon,Pennsylvania,57.1,OR,240.2783,139.5654,
Pennsylvania,Pennsylvania,99.8,PA,730.3535,200.856,
Rhode Island,Pennsylvania,76.7,RI,-1000.0,-1000.0,
South Carolina,Pennsylvania,52.1,SC,712.4395,315.6387,
South Dakota,Pennsylvania,54.4,SD,468.0742,163.5166,
Tennessee,Pennsylvania,77.8,TN,640.8594,294.8193,
Texas,Pennsylvania,56.7,TX,480.9902,374.2861,
Utah,Pennsylvania,49.7,UT,330.1084,234.978,
Vermont,Pennsylvania,66.0,VT,-1000.0,-1000.0,
Virginia,Pennsylvania,82.0,VA,731.0264,252.7842,
Washington,Pennsylvania,50.1,WA,256.9365,88.0762,
West Virginia,Pennsylvania,60.9,WV,701.0,243.0,
Wisconsin,Pennsylvania,72.3,WI,585.2529,163.2588,
Wyoming,Pennsylvania,47.2,WY,385.9287,179.6255,
District of Columbia,Pennsylvania,41.6,DC,-1000.0,-1000.0,
Alabama,Rhode Island,52.4,AL,637.0,338.6934,
Alaska,Rhode Island,61.6,AK,245.0,400.0,
Arizona,Rhode Island,61.1,AZ,315.0,306.5801,
Arkansas,Rhode Island,64.6,AR,560.0,315.6387,
California,Rhode Island,46.6,CA,223.0,253.9219,
Colorado,Rhode Island,63.6,CO,400.0,245.5645,
Connecticut,Rhode Island,82.9,CT,-1000.0,-1000.0,
Delaware,Rhode Island,87.4,DE,-1000.0,-1000.0,
Florida,Rhode Island,56.8,FL,714.0,397.8154,
Georgia,Rhode Island,48.5,GA,680.0117,335.2354,
Hawaii,Rhode Island,41.7,HI,380.0,465.0,
Idaho,Rhode Island,58.3,ID,310.1851,155.0,
Illinois,Rhode Island,65.7,IL,596.6602,231.2954,
Indiana,Rhode Island,76.4,IN,633.4111,228.4214,
Iowa,Rhode Island,62.3,IA,545.8457,202.6782,
Kansas,Rhode Island,69.3,KS,487.0,259.1592,
Kentucky,Rhode Island,76.2,KY,655.1484,264.9658,
Louisiana,Rhode Island,44.0,LA,561.4404,369.8135,
Maine,Rhode Island,74.3,ME,807.3105,109.855,
Maryland,Rhode Island,60.8,MD,-1000.0,-1000.0,
Massachusetts,Rhode Island,86.0,MA,-1000.0,-1000.0,
Michigan,Rhode Island,75.9,MI,645.6465,181.3647,
Minnesota,Rhode Island,73.5,MN,530.8594,141.5874,
Mississippi,Rhode Island,41.3,MS,598.6016,342.1514,
Missouri,Rhode Island,71.3,MO,557.0,261.123,
Montana,Rhode Island,59.5,MT,370.0981,112.7705,
Nebraska,Rhode Island,68.8,NE,473.8364,210.0527,
Nevada,Rhode Island,50.4,NV,267.8765,219.0957,
New Hampshire,Rhode Island,76.3,NH,-1000.0,-1000.0,
New Jersey,Rhode Island,86.9,NJ,785.0,210.0,
New Mexico,Rhode Island,45.7,NM,385.3774,314.1035,
New York,Rhode Island,75.4,NY,753.5781,163.2588,
North Carolina,Rhode Island,72.4,NC,728.6084,284.5029,
North Dakota,Rhode Island,58.7,ND,467.0742,117.3823,
Ohio,Rhode Island,82.7,OH,670.7197,219.4883,
Oklahoma,Rhode Island,60.7,OK,500.1963,306.418,
Oregon,Rhode Island,64.9,OR,240.2783,139.5654,
Pennsylvania,Rhode Island,76.2,PA,730.3535,200.856,
Rhode Island,Rhode Island,99.8,RI,-1000.0,-1000.0,
South Carolina,Rhode Island,48.4,SC,712.4395,315.6387,
South Dakota,Rhode Island,64.9,SD,468.0742,163.5166,
Tennessee,Rhode Island,66.3,TN,640.8594,294.8193,
Texas,Rhode Island,52.9,TX,480.9902,374.2861,
Utah,Rhode Island,58.9,UT,330.1084,234.978,
Vermont,Rhode Island,68.8,VT,-1000.0,-1000.0,
Virginia,Rhode Island,68.0,VA,731.0264,252.7842,
Washington,Rhode Island,56.9,WA,256.9365,88.0762,
West Virginia,Rhode Island,68.2,WV,701.0,243.0,
Wisconsin,Rhode Island,78.0,WI,585.2529,163.2588,
Wyoming,Rhode Island,57.0,WY,385.9287,179.6255,
District of Columbia,Rhode Island,34.1,DC,-1000.0,-1000.0,
Alabama,South Carolina,77.4,AL,637.0,338.6934,
Alaska,South Carolina,29.4,AK,245.0,400.0,
Arizona,South Carolina,34.6,AZ,315.0,306.5801,
Arkansas,South Carolina,53.9,AR,560.0,315.6387,
California,South Carolina,37.4,CA,223.0,253.9219,
Colorado,South Carolina,37.8,CO,400.0,245.5645,
Connecticut,South Carolina,40.4,CT,-1000.0,-1000.0,
Delaware,South Carolina,51.4,DE,-1000.0,-1000.0,
Florida,South Carolina,62.2,FL,714.0,397.8154,
Georgia,South Carolina,85.5,GA,680.0117,335.2354,
Hawaii,South Carolina,32.6,HI,380.0,465.0,
Idaho,South Carolina,28.2,ID,310.1851,155.0,
Illinois,South Carolina,53.3,IL,596.6602,231.2954,
Indiana,South Carolina,45.0,IN,633.4111,228.4214,
Iowa,South Carolina,32.5,IA,545.8457,202.6782,
Kansas,South Carolina,36.4,KS,487.0,259.1592,
Kentucky,South Carolina,46.9,KY,655.1484,264.9658,
Louisiana,South Carolina,76.5,LA,561.4404,369.8135,
Maine,South Carolina,35.4,ME,807.3105,109.855,
Maryland,South Carolina,70.7,MD,-1000.0,-1000.0,
Massachusetts,South Carolina,36.6,MA,-1000.0,-1000.0,
Michigan,South Carolina,47.2,MI,645.6465,181.3647,
Minnesota,South Carolina,35.0,MN,530.8594,141.5874,
Mississippi,South Carolina,72.9,MS,598.6016,342.1514,
Missouri,South Carolina,43.9,MO,557.0,261.123,
Montana,South Carolina,29.0,MT,370.0981,112.7705,
Nebraska,South Carolina,35.3,NE,473.8364,210.0527,
Nevada,South Carolina,31.3,NV,267.8765,219.0957,
New Hampshire,South Carolina,37.1,NH,-1000.0,-1000.0,
New Jersey,South Carolina,51.7,NJ,785.0,210.0,
New Mexico,South Carolina,33.6,NM,385.3774,314.1035,
New York,South Carolina,49.7,NY,753.5781,163.2588,
North Carolina,South Carolina,65.1,NC,728.6084,284.5029,
North Dakota,South Carolina,30.6,ND,467.0742,117.3823,
Ohio,South Carolina,53.2,OH,670.7197,219.4883,
Oklahoma,South Carolina,36.5,OK,500.1963,306.418,
Oregon,South Carolina,27.1,OR,240.2783,139.5654,
Pennsylvania,South Carolina,48.5,PA,730.3535,200.856,
Rhode Island,South Carolina,44.0,RI,-1000.0,-1000.0,
South Carolina,South Carolina,99.8,SC,712.4395,315.6387,
South Dakota,South Carolina,33.5,SD,468.0742,163.5166,
Tennessee,South Carolina,59.3,TN,640.8594,294.8193,
Texas,South Carolina,51.1,TX,480.9902,374.2861,
Utah,South Carolina,27.6,UT,330.1084,234.978,
Vermont,South Carolina,34.0,VT,-1000.0,-1000.0,
Virginia,South Carolina,48.7,VA,731.0264,252.7842,
Washington,South Carolina,21.7,WA,256.9365,88.0762,
West Virginia,South Carolina,40.3,WV,701.0,243.0,
Wisconsin,South Carolina,38.4,WI,585.2529,163.2588,
Wyoming,South Carolina,29.1,WY,385.9287,179.6255,
District of Columbia,South Carolina,53.4,DC,-1000.0,-1000.0,
Alabama,South Dakota,43.0,AL,637.0,338.6934,
Alaska,South Dakota,59.2,AK,245.0,400.0,
Arizona,South Dakota,64.3,AZ,315.0,306.5801,
Arkansas,South Dakota,64.5,AR,560.0,315.6387,
California,South Dakota,40.1,CA,223.0,253.9219,
Colorado,South Dakota,61.3,CO,400.0,245.5645,
Connecticut,South Dakota,63.9,CT,-1000.0,-1000.0,
Delaware,South Dakota,60.5,DE,-1000.0,-1000.0,
Florida,South Dakota,48.6,FL,714.0,397.8154,
Georgia,South Dakota,37.7,GA,680.0117,335.2354,
Hawaii,South Dakota,30.0,HI,380.0,465.0,
Idaho,South Dakota,81.2,ID,310.1851,155.0,
Illinois,South Dakota,56.1,IL,596.6602,231.2954,
Indiana,South Dakota,60.2,IN,633.4111,228.4214,
Iowa,South Dakota,79.0,IA,545.8457,202.6782,
Kansas,South Dakota,90.0,KS,487.0,259.1592,
Kentucky,South Dakota,64.5,KY,655.1484,264.9658,
Louisiana,South Dakota,45.7,LA,561.4404,369.8135,
Maine,South Dakota,75.0,ME,807.3105,109.855,
Maryland,South Dakota,38.3,MD,-1000.0,-1000.0,
Massachusetts,South Dakota,65.1,MA,-1000.0,-1000.0,
Michigan,South Dakota,66.8,MI,645.6465,181.3647,
Minnesota,South Dakota,74.8,MN,530.8594,141.5874,
Mississippi,South Dakota,37.7,MS,598.6016,342.1514,
Missouri,South Dakota,66.6,MO,557.0,261.123,
Montana,South Dakota,88.3,MT,370.0981,112.7705,
Nebraska,South Dakota,91.9,NE,473.8364,210.0527,
Nevada,South Dakota,56.4,NV,267.8765,219.0957,
New Hampshire,South Dakota,57.5,NH,-1000.0,-1000.0,
New Jersey,South Dakota,56.7,NJ,785.0,210.0,
New Mexico,South Dakota,46.9,NM,385.3774,314.1035,
New York,South Dakota,47.7,NY,753.5781,163.2588,
North Carolina,South Dakota,54.4,NC,728.6084,284.5029,
North Dakota,South Dakota,88.9,ND,467.0742,117.3823,
Ohio,South Dakota,64.7,OH,670.7197,219.4883,
Oklahoma,South Dakota,69.8,OK,500.1963,306.418,
Oregon,South Dakota,76.0,OR,240.2783,139.5654,
Pennsylvania,South Dakota,53.7,PA,730.3535,200.856,
Rhode Island,South Dakota,64.3,RI,-1000.0,-1000.0,
South Carolina,South Dakota,36.8,SC,712.4395,315.6387,
South Dakota,South Dakota,99.8,SD,468.0742,163.5166,
Tennessee,South Dakota,53.6,TN,640.8594,294.8193,
Texas,South Dakota,47.7,TX,480.9902,374.2861,
Utah,South Dakota,71.4,UT,330.1084,234.978,
Vermont,South Dakota,53.3,VT,-1000.0,-1000.0,
Virginia,South Dakota,51.6,VA,731.0264,252.7842,
Washington,South Dakota,67.9,WA,256.9365,88.0762,
West Virginia,South Dakota,70.0,WV,701.0,243.0,
Wisconsin,South Dakota,74.1,WI,585.2529,163.2588,
Wyoming,South Dakota,86.3,WY,385.9287,179.6255,
District of Columbia,South Dakota,23.7,DC,-1000.0,-1000.0,
Alabama,Tennessee,68.1,AL,637.0,338.6934,
Alaska,Tennessee,51.6,AK,245.0,400.0,
Arizona,Tennessee,55.6,AZ,315.0,306.5801,
Arkansas,Tennessee,77.2,AR,560.0,315.6387,
California,Tennessee,49.6,CA,223.0,253.9219,
Colorado,Tennessee,67.7,CO,400.0,245.5645,
Connecticut,Tennessee,58.0,CT,-1000.0,-1000.0,
Delaware,Tennessee,73.5,DE,-1000.0,-1000.0,
Florida,Tennessee,69.2,FL,714.0,397.8154,
Georgia,Tennessee,62.8,GA,680.0117,335.2354,
Hawaii,Tennessee,43.4,HI,380.0,465.0,
Idaho,Tennessee,43.8,ID,310.1851,155.0,
Illinois,Tennessee,81.5,IL,596.6602,231.2954,
Indiana,Tennessee,75.2,IN,633.4111,228.4214,
Iowa,Tennessee,52.5,IA,545.8457,202.6782,
Kansas,Tennessee,57.3,KS,487.0,259.1592,
Kentucky,Tennessee,78.8,KY,655.1484,264.9658,
Louisiana,Tennessee,54.8,LA,561.4404,369.8135,
Maine,Tennessee,46.9,ME,807.3105,109.855,
Maryland,Tennessee,70.8,MD,-1000.0,-1000.0,
Massachusetts,Tennessee,54.8,MA,-1000.0,-1000.0,
Michigan,Tennessee,74.4,MI,645.6465,181.3647,
Minnesota,Tennessee,59.0,MN,530.8594,141.5874,
Mississippi,Tennessee,53.6,MS,598.6016,342.1514,
Missouri,Tennessee,75.1,MO,557.0,261.123,
Montana,Tennessee,43.2,MT,370.0981,112.7705,
Nebraska,Tennessee,55.9,NE,473.8364,210.0527,
Nevada,Tennessee,54.9,NV,267.8765,219.0957,
New Hampshire,Tennessee,52.4,NH,-1000.0,-1000.0,
New Jersey,Tennessee,76.0,NJ,785.0,210.0,
New Mexico,Tennessee,52.5,NM,385.3774,314.1035,
New York,Tennessee,74.5,NY,753.5781,163.2588,
North Carolina,Tennessee,85.1,NC,728.6084,284.5029,
North Dakota,Tennessee,45.8,ND,467.0742,117.3823,
Ohio,Tennessee,77.7,OH,670.7197,219.4883,
Oklahoma,Tennessee,56.7,OK,500.1963,306.418,
Oregon,Tennessee,47.7,OR,240.2783,139.5654,
Pennsylvania,Tennessee,76.4,PA,730.3535,200.856,
Rhode Island,Tennessee,63.6,RI,-1000.0,-1000.0,
South Carolina,Tennessee,58.5,SC,712.4395,315.6387,
South Dakota,Tennessee,50.6,SD,468.0742,163.5166,
Tennessee,Tennessee,99.8,TN,640.8594,294.8193,
Texas,Tennessee,63.8,TX,480.9902,374.2861,
Utah,Tennessee,47.4,UT,330.1084,234.978,
Vermont,Tennessee,49.2,VT,-1000.0,-1000.0,
Virginia,Tennessee,77.7,VA,731.0264,252.7842,
Washington,Tennessee,40.4,WA,256.9365,88.0762,
West Virginia,Tennessee,52.5,WV,701.0,243.0,
Wisconsin,Tennessee,62.9,WI,585.2529,163.2588,
Wyoming,Tennessee,43.8,WY,385.9287,179.6255,
District of Columbia,Tennessee,36.2,DC,-1000.0,-1000.0,
Alabama,Texas,66.6,AL,637.0,338.6934,
Alaska,Texas,48.8,AK,245.0,400.0,
Arizona,Texas,65.7,AZ,315.0,306.5801,
Arkansas,Texas,64.7,AR,560.0,315.6387,
California,Texas,75.6,CA,223.0,253.9219,
Colorado,Texas,70.9,CO,400.0,245.5645,
Connecticut,Texas,48.4,CT,-1000.0,-1000.0,
Delaware,Texas,58.0,DE,-1000.0,-1000.0,
Florida,Texas,71.8,FL,714.0,397.8154,
Georgia,Texas,62.7,GA,680.0117,335.2354,
Hawaii,Texas,52.6,HI,380.0,465.0,
Idaho,Texas,46.3,ID,310.1851,155.0,
Illinois,Texas,69.0,IL,596.6602,231.2954,
Indiana,Texas,60.6,IN,633.4111,228.4214,
Iowa,Texas,50.2,IA,545.8457,202.6782,
Kansas,Texas,59.0,KS,487.0,259.1592,
Kentucky,Texas,53.9,KY,655.1484,264.9658,
Louisiana,Texas,63.8,LA,561.4404,369.8135,
Maine,Texas,40.8,ME,807.3105,109.855,
Maryland,Texas,64.3,MD,-1000.0,-1000.0,
Massachusetts,Texas,48.4,MA,-1000.0,-1000.0,
Michigan,Texas,59.5,MI,645.6465,181.3647,
Minnesota,Texas,55.5,MN,530.8594,141.5874,
Mississippi,Texas,58.9,MS,598.6016,342.1514,
Missouri,Texas,61.6,MO,557.0,261.123,
Montana,Texas,47.7,MT,370.0981,112.7705,
Nebraska,Texas,57.4,NE,473.8364,210.0527,
Nevada,Texas,60.4,NV,267.8765,219.0957,
New Hampshire,Texas,45.6,NH,-1000.0,-1000.0,
New Jersey,Texas,60.7,NJ,785.0,210.0,
New Mexico,Texas,72.3,NM,385.3774,314.1035,
New York,Texas,63.3,NY,753.5781,163.2588,
North Carolina,Texas,62.1,NC,728.6084,284.5029,
North Dakota,Texas,46.0,ND,467.0742,117.3823,
Ohio,Texas,61.6,OH,670.7197,219.4883,
Oklahoma,Texas,55.3,OK,500.1963,306.418,
Oregon,Texas,49.5,OR,240.2783,139.5654,
Pennsylvania,Texas,57.3,PA,730.3535,200.856,
Rhode Island,Texas,56.2,RI,-1000.0,-1000.0,
South Carolina,Texas,57.0,SC,712.4395,315.6387,
South Dakota,Texas,53.6,SD,468.0742,163.5166,
Tennessee,Texas,61.5,TN,640.8594,294.8193,
Texas,Texas,99.8,TX,480.9902,374.2861,
Utah,Texas,50.0,UT,330.1084,234.978,
Vermont,Texas,40.2,VT,-1000.0,-1000.0,
Virginia,Texas,54.7,VA,731.0264,252.7842,
Washington,Texas,41.7,WA,256.9365,88.0762,
West Virginia,Texas,45.0,WV,701.0,243.0,
Wisconsin,Texas,56.8,WI,585.2529,163.2588,
Wyoming,Texas,47.0,WY,385.9287,179.6255,
District of Columbia,Texas,36.9,DC,-1000.0,-1000.0,
Alabama,Utah,36.0,AL,637.0,338.6934,
Alaska,Utah,51.0,AK,245.0,400.0,
Arizona,Utah,61.6,AZ,315.0,306.5801,
Arkansas,Utah,49.3,AR,560.0,315.6387,
California,Utah,47.6,CA,223.0,253.9219,
Colorado,Utah,61.1,CO,400.0,245.5645,
Connecticut,Utah,59.6,CT,-1000.0,-1000.0,
Delaware,Utah,53.0,DE,-1000.0,-1000.0,
Florida,Utah,35.4,FL,714.0,397.8154,
Georgia,Utah,29.8,GA,680.0117,335.2354,
Hawaii,Utah,30.5,HI,380.0,465.0,
Idaho,Utah,73.5,ID,310.1851,155.0,
Illinois,Utah,47.0,IL,596.6602,231.2954,
Indiana,Utah,54.2,IN,633.4111,228.4214,
Iowa,Utah,70.9,IA,545.8457,202.6782,
Kansas,Utah,73.0,KS,487.0,259.1592,
Kentucky,Utah,58.6,KY,655.1484,264.9658,
Louisiana,Utah,36.7,LA,561.4404,369.8135,
Maine,Utah,55.8,ME,807.3105,109.855,
Maryland,Utah,33.8,MD,-1000.0,-1000.0,
Massachusetts,Utah,60.7,MA,-1000.0,-1000.0,
Michigan,Utah,57.1,MI,645.6465,181.3647,
Minnesota,Utah,66.7,MN,530.8594,141.5874,
Mississippi,Utah,29.0,MS,598.6016,342.1514,
Missouri,Utah,58.9,MO,557.0,261.123,
Montana,Utah,71.4,MT,370.0981,112.7705,
Nebraska,Utah,73.8,NE,473.8364,210.0527,
Nevada,Utah,54.3,NV,267.8765,219.0957,
New Hampshire,Utah,61.5,NH,-1000.0,-1000.0,
New Jersey,Utah,50.8,NJ,785.0,210.0,
New Mexico,Utah,44.7,NM,385.3774,314.1035,
New York,Utah,43.8,NY,753.5781,163.2588,
North Carolina,Utah,44.4,NC,728.6084,284.5029,
North Dakota,Utah,64.4,ND,467.0742,117.3823,
Ohio,Utah,54.9,OH,670.7197,219.4883,
Oklahoma,Utah,57.5,OK,500.1963,306.418,
Oregon,Utah,78.7,OR,240.2783,139.5654,
Pennsylvania,Utah,47.2,PA,730.3535,200.856,
Rhode Island,Utah,58.5,RI,-1000.0,-1000.0,
South Carolina,Utah,28.0,SC,712.4395,315.6387,
South Dakota,Utah,71.7,SD,468.0742,163.5166,
Tennessee,Utah,47.3,TN,640.8594,294.8193,
Texas,Utah,44.5,TX,480.9902,374.2861,
Utah,Utah,99.8,UT,330.1084,234.978,
Vermont,Utah,55.0,VT,-1000.0,-1000.0,
Virginia,Utah,48.3,VA,731.0264,252.7842,
Washington,Utah,69.3,WA,256.9365,88.0762,
West Virginia,Utah,60.5,WV,701.0,243.0,
Wisconsin,Utah,66.3,WI,585.2529,163.2588,
Wyoming,Utah,69.4,WY,385.9287,179.6255,
District of Columbia,Utah,24.8,DC,-1000.0,-1000.0,
Alabama,Vermont,36.4,AL,637.0,338.6934,
Alaska,Vermont,40.8,AK,245.0,400.0,
Arizona,Vermont,42.7,AZ,315.0,306.5801,
Arkansas,Vermont,46.0,AR,560.0,315.6387,
California,Vermont,30.2,CA,223.0,253.9219,
Colorado,Vermont,47.4,CO,400.0,245.5645,
Connecticut,Vermont,80.6,CT,-1000.0,-1000.0,
Delaware,Vermont,65.4,DE,-1000.0,-1000.0,
Florida,Vermont,37.8,FL,714.0,397.8154,
Georgia,Vermont,32.5,GA,680.0117,335.2354,
Hawaii,Vermont,34.3,HI,380.0,465.0,
Idaho,Vermont,49.7,ID,310.1851,155.0,
Illinois,Vermont,49.3,IL,596.6602,231.2954,
Indiana,Vermont,57.4,IN,633.4111,228.4214,
Iowa,Vermont,68.9,IA,545.8457,202.6782,
Kansas,Vermont,56.4,KS,487.0,259.1592,
Kentucky,Vermont,64.8,KY,655.1484,264.9658,
Louisiana,Vermont,26.4,LA,561.4404,369.8135,
Maine,Vermont,62.9,ME,807.3105,109.855,
Maryland,Vermont,44.6,MD,-1000.0,-1000.0,
Massachusetts,Vermont,79.5,MA,-1000.0,-1000.0,
Michigan,Vermont,51.1,MI,645.6465,181.3647,
Minnesota,Vermont,65.2,MN,530.8594,141.5874,
Mississippi,Vermont,28.1,MS,598.6016,342.1514,
Missouri,Vermont,55.2,MO,557.0,261.123,
Montana,Vermont,46.8,MT,370.0981,112.7705,
Nebraska,Vermont,56.0,NE,473.8364,210.0527,
Nevada,Vermont,39.1,NV,267.8765,219.0957,
New Hampshire,Vermont,87.6,NH,-1000.0,-1000.0,
New Jersey,Vermont,58.4,NJ,785.0,210.0,
New Mexico,Vermont,41.7,NM,385.3774,314.1035,
New York,Vermont,56.3,NY,753.5781,163.2588,
North Carolina,Vermont,50.7,NC,728.6084,284.5029,
North Dakota,Vermont,48.3,ND,467.0742,117.3823,
Ohio,Vermont,63.0,OH,670.7197,219.4883,
Oklahoma,Vermont,39.4,OK,500.1963,306.418,
Oregon,Vermont,56.6,OR,240.2783,139.5654,
Pennsylvania,Vermont,63.1,PA,730.3535,200.856,
Rhode Island,Vermont,67.1,RI,-1000.0,-1000.0,
South Carolina,Vermont,33.1,SC,712.4395,315.6387,
South Dakota,Vermont,52.6,SD,468.0742,163.5166,
Tennessee,Vermont,49.0,TN,640.8594,294.8193,
Texas,Vermont,33.1,TX,480.9902,374.2861,
Utah,Vermont,54.5,UT,330.1084,234.978,
Vermont,Vermont,99.8,VT,-1000.0,-1000.0,
Virginia,Vermont,53.2,VA,731.0264,252.7842,
Washington,Vermont,58.2,WA,256.9365,88.0762,
West Virginia,Vermont,69.2,WV,701.0,243.0,
Wisconsin,Vermont,66.0,WI,585.2529,163.2588,
Wyoming,Vermont,46.4,WY,385.9287,179.6255,
District of Columbia,Vermont,31.8,DC,-1000.0,-1000.0,
Alabama,Virginia,61.8,AL,637.0,338.6934,
Alaska,Virginia,56.8,AK,245.0,400.0,
Arizona,Virginia,53.0,AZ,315.0,306.5801,
Arkansas,Virginia,69.4,AR,560.0,315.6387,
California,Virginia,51.7,CA,223.0,253.9219,
Colorado,Virginia,67.2,CO,400.0,245.5645,
Connecticut,Virginia,65.4,CT,-1000.0,-1000.0,
Delaware,Virginia,73.7,DE,-1000.0,-1000.0,
Florida,Virginia,66.9,FL,714.0,397.8154,
Georgia,Virginia,55.2,GA,680.0117,335.2354,
Hawaii,Virginia,49.5,HI,380.0,465.0,
Idaho,Virginia,47.1,ID,310.1851,155.0,
Illinois,Virginia,80.6,IL,596.6602,231.2954,
Indiana,Virginia,78.1,IN,633.4111,228.4214,
Iowa,Virginia,58.9,IA,545.8457,202.6782,
Kansas,Virginia,56.4,KS,487.0,259.1592,
Kentucky,Virginia,70.3,KY,655.1484,264.9658,
Louisiana,Virginia,52.5,LA,561.4404,369.8135,
Maine,Virginia,54.5,ME,807.3105,109.855,
Maryland,Virginia,67.7,MD,-1000.0,-1000.0,
Massachusetts,Virginia,65.9,MA,-1000.0,-1000.0,
Michigan,Virginia,77.1,MI,645.6465,181.3647,
Minnesota,Virginia,62.5,MN,530.8594,141.5874,
Mississippi,Virginia,46.0,MS,598.6016,342.1514,
Missouri,Virginia,79.0,MO,557.0,261.123,
Montana,Virginia,45.2,MT,370.0981,112.7705,
Nebraska,Virginia,55.4,NE,473.8364,210.0527,
Nevada,Virginia,63.8,NV,267.8765,219.0957,
New Hampshire,Virginia,59.7,NH,-1000.0,-1000.0,
New Jersey,Virginia,80.1,NJ,785.0,210.0,
New Mexico,Virginia,54.2,NM,385.3774,314.1035,
New York,Virginia,83.5,NY,753.5781,163.2588,
North Carolina,Virginia,79.3,NC,728.6084,284.5029,
North Dakota,Virginia,46.7,ND,467.0742,117.3823,
Ohio,Virginia,74.3,OH,670.7197,219.4883,
Oklahoma,Virginia,58.8,OK,500.1963,306.418,
Oregon,Virginia,55.3,OR,240.2783,139.5654,
Pennsylvania,Virginia,82.9,PA,730.3535,200.856,
Rhode Island,Virginia,68.2,RI,-1000.0,-1000.0,
South Carolina,Virginia,53.0,SC,712.4395,315.6387,
South Dakota,Virginia,51.7,SD,468.0742,163.5166,
Tennessee,Virginia,79.7,TN,640.8594,294.8193,
Texas,Virginia,56.7,TX,480.9902,374.2861,
Utah,Virginia,51.9,UT,330.1084,234.978,
Vermont,Virginia,57.0,VT,-1000.0,-1000.0,
Virginia,Virginia,99.8,VA,731.0264,252.7842,
Washington,Virginia,49.7,WA,256.9365,88.0762,
West Virginia,Virginia,56.7,WV,701.0,243.0,
Wisconsin,Virginia,66.3,WI,585.2529,163.2588,
Wyoming,Virginia,44.6,WY,385.9287,179.6255,
District of Columbia,Virginia,49.6,DC,-1000.0,-1000.0,
Alabama,Washington,31.7,AL,637.0,338.6934,
Alaska,Washington,51.4,AK,245.0,400.0,
Arizona,Washington,54.0,AZ,315.0,306.5801,
Arkansas,Washington,44.1,AR,560.0,315.6387,
California,Washington,46.6,CA,223.0,253.9219,
Colorado,Washington,57.3,CO,400.0,245.5645,
Connecticut,Washington,65.8,CT,-1000.0,-1000.0,
Delaware,Washington,51.0,DE,-1000.0,-1000.0,
Florida,Washington,32.8,FL,714.0,397.8154,
Georgia,Washington,25.4,GA,680.0117,335.2354,
Hawaii,Washington,40.1,HI,380.0,465.0,
Idaho,Washington,73.6,ID,310.1851,155.0,
Illinois,Washington,46.3,IL,596.6602,231.2954,
Indiana,Washington,54.5,IN,633.4111,228.4214,
Iowa,Washington,64.2,IA,545.8457,202.6782,
Kansas,Washington,66.8,KS,487.0,259.1592,
Kentucky,Washington,57.1,KY,655.1484,264.9658,
Louisiana,Washington,31.0,LA,561.4404,369.8135,
Maine,Washington,55.2,ME,807.3105,109.855,
Maryland,Washington,31.6,MD,-1000.0,-1000.0,
Massachusetts,Washington,68.2,MA,-1000.0,-1000.0,
Michigan,Washington,52.2,MI,645.6465,181.3647,
Minnesota,Washington,69.8,MN,530.8594,141.5874,
Mississippi,Washington,23.3,MS,598.6016,342.1514,
Missouri,Washington,58.2,MO,557.0,261.123,
Montana,Washington,70.0,MT,370.0981,112.7705,
Nebraska,Washington,68.0,NE,473.8364,210.0527,
Nevada,Washington,60.4,NV,267.8765,219.0957,
New Hampshire,Washington,57.5,NH,-1000.0,-1000.0,
New Jersey,Washington,48.4,NJ,785.0,210.0,
New Mexico,Washington,50.2,NM,385.3774,314.1035,
New York,Washington,45.2,NY,753.5781,163.2588,
