state,statecat,value,label,xValue,yValue
Missouri,South Carolina,63.0,MO,557.0,261.123
Montana,South Carolina,45.5,MT,370.0981,112.7705
Nebraska,South Carolina,47.1,NE,473.8364,210.0527
Nevada,South Carolina,42.1,NV,267.8765,219.0957
New Hampshire,South Carolina,47.4,NH,-1000.0,-1000.0
New Jersey,South Carolina,57.3,NJ,785.0,210.0
New Mexico,South Carolina,30.9,NM,385.3774,314.1035
New York,South Carolina,54.6,NY,753.5781,163.2588
North Carolina,South Carolina,84.2,NC,728.6084,284.5029
North Dakota,South Carolina,43.0,ND,467.0742,117.3823
Ohio,South Carolina,67.0,OH,670.7197,219.4883
Oklahoma,South Carolina,52.7,OK,500.1963,306.418
Oregon,South Carolina,34.8,OR,240.2783,139.5654
Pennsylvania,South Carolina,63.0,PA,730.3535,200.856
Rhode Island,South Carolina,50.8,RI,-1000.0,-1000.0
South Carolina,South Carolina,100.0,SC,712.4395,315.6387
South Dakota,South Carolina,46.2,SD,468.0742,163.5166
Tennessee,South Carolina,68.2,TN,640.8594,294.8193
Texas,South Carolina,51.8,TX,480.9902,374.2861
Utah,South Carolina,40.6,UT,330.1084,234.978
Vermont,South Carolina,41.5,VT,-1000.0,-1000.0
Virginia,South Carolina,71.8,VA,731.0264,252.7842
Washington,South Carolina,40.8,WA,256.9365,88.0762
West Virginia,South Carolina,47.5,WV,701.0,243.0
Wisconsin,South Carolina,53.8,WI,585.2529,163.2588
Wyoming,South Carolina,33.2,WY,385.9287,179.6255
District of Columbia,South Carolina,44.0,DC,-1000.0,-1000.0
Alabama,South Dakota,58.0,AL,637.0,338.6934
Alaska,South Dakota,37.3,AK,245.0,400.0
Arizona,South Dakota,52.5,AZ,315.0,306.5801
Arkansas,South Dakota,71.7,AR,560.0,315.6387
California,South Dakota,30.7,CA,223.0,253.9219
Colorado,South Dakota,50.5,CO,400.0,245.5645
Connecticut,South Dakota,39.5,CT,-1000.0,-1000.0
Delaware,South Dakota,40.7,DE,-1000.0,-1000.0
Florida,South Dakota,44.9,FL,714.0,397.8154
Georgia,South Dakota,38.0,GA,680.0117,335.2354
Hawaii,South Dakota,8.5,HI,380.0,465.0
Idaho,South Dakota,69.8,ID,310.1851,155.0
Illinois,South Dakota,52.7,IL,596.6602,231.2954
Indiana,South Dakota,66.6,IN,633.4111,228.4214
Iowa,South Dakota,72.8,IA,545.8457,202.6782
Kansas,South Dakota,77.2,KS,487.0,259.1592
Kentucky,South Dakota,62.8,KY,655.1484,264.9658
Louisiana,South Dakota,50.9,LA,561.4404,369.8135
Maine,South Dakota,48.3,ME,807.3105,109.855
Maryland,South Dakota,31.0,MD,-1000.0,-1000.0
Massachusetts,South Dakota,37.6,MA,-1000.0,-1000.0
Michigan,South Dakota,61.7,MI,645.6465,181.3647
Minnesota,South Dakota,64.4,MN,530.8594,141.5874
Mississippi,South Dakota,44.3,MS,598.6016,342.1514
Missouri,South Dakota,74.2,MO,557.0,261.123
Montana,South Dakota,77.4,MT,370.0981,112.7705
Nebraska,South Dakota,86.8,NE,473.8364,210.0527
Nevada,South Dakota,43.3,NV,267.8765,219.0957
New Hampshire,South Dakota,52.0,NH,-1000.0,-1000.0
New Jersey,South Dakota,39.8,NJ,785.0,210.0
New Mexico,South Dakota,39.5,NM,385.3774,314.1035
New York,South Dakota,37.0,NY,753.5781,163.2588
North Carolina,South Dakota,44.7,NC,728.6084,284.5029
North Dakota,South Dakota,86.9,ND,467.0742,117.3823
Ohio,South Dakota,62.9,OH,670.7197,219.4883
Oklahoma,South Dakota,72.8,OK,500.1963,306.418
Oregon,South Dakota,58.0,OR,240.2783,139.5654
Pennsylvania,South Dakota,58.4,PA,730.3535,200.856
Rhode Island,South Dakota,49.3,RI,-1000.0,-1000.0
South Carolina,South Dakota,46.2,SC,712.4395,315.6387
South Dakota,South Dakota,100.0,SD,468.0742,163.5166
Tennessee,South Dakota,69.8,TN,640.8594,294.8193
Texas,South Dakota,48.3,TX,480.9902,374.2861
Utah,South Dakota,72.3,UT,330.1084,234.978
Vermont,South Dakota,49.7,VT,-1000.0,-1000.0
Virginia,South Dakota,43.4,VA,731.0264,252.7842
Washington,South Dakota,51.8,WA,256.9365,88.0762
West Virginia,South Dakota,47.0,WV,701.0,243.0
Wisconsin,South Dakota,71.6,WI,585.2529,163.2588
Wyoming,South Dakota,71.9,WY,385.9287,179.6255
District of Columbia,South Dakota,22.6,DC,-1000.0,-1000.0
Alabama,Tennessee,79.2,AL,637.0,338.6934
Alaska,Tennessee,39.3,AK,245.0,400.0
Arizona,Tennessee,40.9,AZ,315.0,306.5801
Arkansas,Tennessee,85.3,AR,560.0,315.6387
California,Tennessee,23.1,CA,223.0,253.9219
Colorado,Tennessee,35.9,CO,400.0,245.5645
Connecticut,Tennessee,44.4,CT,-1000.0,-1000.0
Delaware,Tennessee,58.0,DE,-1000.0,-1000.0
Florida,Tennessee,60.6,FL,714.0,397.8154
Georgia,Tennessee,59.6,GA,680.0117,335.2354
Hawaii,Tennessee,8.5,HI,380.0,465.0
Idaho,Tennessee,52.3,ID,310.1851,155.0
Illinois,Tennessee,58.9,IL,596.6602,231.2954
Indiana,Tennessee,81.0,IN,633.4111,228.4214
Iowa,Tennessee,64.4,IA,545.8457,202.6782
Kansas,Tennessee,66.0,KS,487.0,259.1592
Kentucky,Tennessee,80.3,KY,655.1484,264.9658
Louisiana,Tennessee,67.2,LA,561.4404,369.8135
Maine,Tennessee,48.4,ME,807.3105,109.855
Maryland,Tennessee,46.9,MD,-1000.0,-1000.0
Massachusetts,Tennessee,40.8,MA,-1000.0,-1000.0
Michigan,Tennessee,70.7,MI,645.6465,181.3647
Minnesota,Tennessee,51.7,MN,530.8594,141.5874
Mississippi,Tennessee,62.1,MS,598.6016,342.1514
Missouri,Tennessee,81.5,MO,557.0,261.123
Montana,Tennessee,57.6,MT,370.0981,112.7705
Nebraska,Tennessee,68.0,NE,473.8364,210.0527
Nevada,Tennessee,38.2,NV,267.8765,219.0957
New Hampshire,Tennessee,52.5,NH,-1000.0,-1000.0
New Jersey,Tennessee,46.7,NJ,785.0,210.0
New Mexico,Tennessee,29.6,NM,385.3774,314.1035
New York,Tennessee,45.9,NY,753.5781,163.2588
North Carolina,Tennessee,63.1,NC,728.6084,284.5029
North Dakota,Tennessee,61.2,ND,467.0742,117.3823
Ohio,Tennessee,78.9,OH,670.7197,219.4883
Oklahoma,Tennessee,71.2,OK,500.1963,306.418
Oregon,Tennessee,42.8,OR,240.2783,139.5654
Pennsylvania,Tennessee,67.0,PA,730.3535,200.856
Rhode Island,Tennessee,51.1,RI,-1000.0,-1000.0
South Carolina,Tennessee,68.2,SC,712.4395,315.6387
South Dakota,Tennessee,69.8,SD,468.0742,163.5166
Tennessee,Tennessee,100.0,TN,640.8594,294.8193
Texas,Tennessee,47.0,TX,480.9902,374.2861
Utah,Tennessee,53.5,UT,330.1084,234.978
Vermont,Tennessee,50.5,VT,-1000.0,-1000.0
Virginia,Tennessee,56.8,VA,731.0264,252.7842
Washington,Tennessee,36.5,WA,256.9365,88.0762
West Virginia,Tennessee,60.0,WV,701.0,243.0
Wisconsin,Tennessee,65.6,WI,585.2529,163.2588
Wyoming,Tennessee,51.2,WY,385.9287,179.6255
District of Columbia,Tennessee,33.4,DC,-1000.0,-1000.0
Alabama,Texas,47.5,AL,637.0,338.6934
Alaska,Texas,37.1,AK,245.0,400.0
Arizona,Texas,70.0,AZ,315.0,306.5801
Arkansas,Texas,49.7,AR,560.0,315.6387
California,Texas,49.2,CA,223.0,253.9219
Colorado,Texas,53.8,CO,400.0,245.5645
Connecticut,Texas,40.7,CT,-1000.0,-1000.0
Delaware,Texas,40.9,DE,-1000.0,-1000.0
Florida,Texas,60.2,FL,714.0,397.8154
Georgia,Texas,48.0,GA,680.0117,335.2354
Hawaii,Texas,8.0,HI,380.0,465.0
Idaho,Texas,38.2,ID,310.1851,155.0
Illinois,Texas,55.2,IL,596.6602,231.2954
Indiana,Texas,49.0,IN,633.4111,228.4214
Iowa,Texas,51.8,IA,545.8457,202.6782
Kansas,Texas,60.7,KS,487.0,259.1592
Kentucky,Texas,39.0,KY,655.1484,264.9658
Louisiana,Texas,52.8,LA,561.4404,369.8135
Maine,Texas,30.1,ME,807.3105,109.855
Maryland,Texas,30.6,MD,-1000.0,-1000.0
Massachusetts,Texas,34.1,MA,-1000.0,-1000.0
Michigan,Texas,47.5,MI,645.6465,181.3647
Minnesota,Texas,50.0,MN,530.8594,141.5874
Mississippi,Texas,49.6,MS,598.6016,342.1514
Missouri,Texas,56.2,MO,557.0,261.123
Montana,Texas,47.5,MT,370.0981,112.7705
Nebraska,Texas,51.9,NE,473.8364,210.0527
Nevada,Texas,56.5,NV,267.8765,219.0957
New Hampshire,Texas,34.2,NH,-1000.0,-1000.0
New Jersey,Texas,44.4,NJ,785.0,210.0
New Mexico,Texas,65.3,NM,385.3774,314.1035
New York,Texas,39.2,NY,753.5781,163.2588
North Carolina,Texas,51.1,NC,728.6084,284.5029
North Dakota,Texas,44.0,ND,467.0742,117.3823
Ohio,Texas,49.7,OH,670.7197,219.4883
Oklahoma,Texas,55.1,OK,500.1963,306.418
Oregon,Texas,40.0,OR,240.2783,139.5654
Pennsylvania,Texas,46.1,PA,730.3535,200.856
Rhode Island,Texas,38.4,RI,-1000.0,-1000.0
South Carolina,Texas,51.8,SC,712.4395,315.6387
South Dakota,Texas,48.3,SD,468.0742,163.5166
Tennessee,Texas,47.0,TN,640.8594,294.8193
Texas,Texas,100.0,TX,480.9902,374.2861
Utah,Texas,48.5,UT,330.1084,234.978
Vermont,Texas,27.3,VT,-1000.0,-1000.0
Virginia,Texas,46.3,VA,731.0264,252.7842
Washington,Texas,44.3,WA,256.9365,88.0762
West Virginia,Texas,27.9,WV,701.0,243.0
Wisconsin,Texas,49.7,WI,585.2529,163.2588
Wyoming,Texas,39.8,WY,385.9287,179.6255
District of Columbia,Texas,21.8,DC,-1000.0,-1000.0
Alabama,Utah,51.6,AL,637.0,338.6934
Alaska,Utah,36.0,AK,245.0,400.0
Arizona,Utah,65.0,AZ,315.0,306.5801
Arkansas,Utah,57.3,AR,560.0,315.6387
California,Utah,42.2,CA,223.0,253.9219
Colorado,Utah,61.4,CO,400.0,245.5645
Connecticut,Utah,44.9,CT,-1000.0,-1000.0
Delaware,Utah,36.5,DE,-1000.0,-1000.0
Florida,Utah,43.7,FL,714.0,397.8154
Georgia,Utah,33.3,GA,680.0117,335.2354
Hawaii,Utah,9.0,HI,380.0,465.0
Idaho,Utah,71.7,ID,310.1851,155.0
Illinois,Utah,46.5,IL,596.6602,231.2954
Indiana,Utah,49.6,IN,633.4111,228.4214
Iowa,Utah,55.9,IA,545.8457,202.6782
Kansas,Utah,75.0,KS,487.0,259.1592
Kentucky,Utah,47.7,KY,655.1484,264.9658
Louisiana,Utah,45.7,LA,561.4404,369.8135
Maine,Utah,43.1,ME,807.3105,109.855
Maryland,Utah,26.2,MD,-1000.0,-1000.0
Massachusetts,Utah,42.9,MA,-1000.0,-1000.0
Michigan,Utah,48.5,MI,645.6465,181.3647
Minnesota,Utah,61.2,MN,530.8594,141.5874
Mississippi,Utah,38.1,MS,598.6016,342.1514
Missouri,Utah,55.5,MO,557.0,261.123
Montana,Utah,70.8,MT,370.0981,112.7705
Nebraska,Utah,78.8,NE,473.8364,210.0527
Nevada,Utah,56.0,NV,267.8765,219.0957
New Hampshire,Utah,47.5,NH,-1000.0,-1000.0
New Jersey,Utah,36.2,NJ,785.0,210.0
New Mexico,Utah,46.9,NM,385.3774,314.1035
New York,Utah,33.3,NY,753.5781,163.2588
North Carolina,Utah,40.2,NC,728.6084,284.5029
North Dakota,Utah,75.3,ND,467.0742,117.3823
Ohio,Utah,45.6,OH,670.7197,219.4883
Oklahoma,Utah,65.4,OK,500.1963,306.418
Oregon,Utah,68.6,OR,240.2783,139.5654
Pennsylvania,Utah,47.8,PA,730.3535,200.856
Rhode Island,Utah,51.8,RI,-1000.0,-1000.0
South Carolina,Utah,40.6,SC,712.4395,315.6387
South Dakota,Utah,72.3,SD,468.0742,163.5166
Tennessee,Utah,53.5,TN,640.8594,294.8193
Texas,Utah,48.5,TX,480.9902,374.2861
Utah,Utah,100.0,UT,330.1084,234.978
Vermont,Utah,44.5,VT,-1000.0,-1000.0
Virginia,Utah,38.0,VA,731.0264,252.7842
Washington,Utah,60.7,WA,256.9365,88.0762
West Virginia,Utah,36.1,WV,701.0,243.0
Wisconsin,Utah,56.3,WI,585.2529,163.2588
Wyoming,Utah,67.3,WY,385.9287,179.6255
District of Columbia,Utah,19.6,DC,-1000.0,-1000.0
Alabama,Vermont,38.2,AL,637.0,338.6934
Alaska,Vermont,23.9,AK,245.0,400.0
Arizona,Vermont,31.3,AZ,315.0,306.5801
Arkansas,Vermont,43.8,AR,560.0,315.6387
California,Vermont,28.6,CA,223.0,253.9219
Colorado,Vermont,39.2,CO,400.0,245.5645
Connecticut,Vermont,65.2,CT,-1000.0,-1000.0
Delaware,Vermont,56.5,DE,-1000.0,-1000.0
Florida,Vermont,41.2,FL,714.0,397.8154
Georgia,Vermont,34.5,GA,680.0117,335.2354
Hawaii,Vermont,18.2,HI,380.0,465.0
Idaho,Vermont,38.6,ID,310.1851,155.0
Illinois,Vermont,47.5,IL,596.6602,231.2954
Indiana,Vermont,53.0,IN,633.4111,228.4214
Iowa,Vermont,55.6,IA,545.8457,202.6782
Kansas,Vermont,48.8,KS,487.0,259.1592
Kentucky,Vermont,45.5,KY,655.1484,264.9658
Louisiana,Vermont,30.0,LA,561.4404,369.8135
Maine,Vermont,74.1,ME,807.3105,109.855
Maryland,Vermont,52.5,MD,-1000.0,-1000.0
Massachusetts,Vermont,75.5,MA,-1000.0,-1000.0
Michigan,Vermont,55.6,MI,645.6465,181.3647
Minnesota,Vermont,52.5,MN,530.8594,141.5874
Mississippi,Vermont,28.6,MS,598.6016,342.1514
Missouri,Vermont,50.6,MO,557.0,261.123
Montana,Vermont,49.3,MT,370.0981,112.7705
Nebraska,Vermont,51.5,NE,473.8364,210.0527
Nevada,Vermont,25.8,NV,267.8765,219.0957
New Hampshire,Vermont,84.2,NH,-1000.0,-1000.0
New Jersey,Vermont,55.8,NJ,785.0,210.0
New Mexico,Vermont,25.9,NM,385.3774,314.1035
New York,Vermont,59.2,NY,753.5781,163.2588
North Carolina,Vermont,46.6,NC,728.6084,284.5029
North Dakota,Vermont,51.2,ND,467.0742,117.3823
Ohio,Vermont,59.2,OH,670.7197,219.4883
Oklahoma,Vermont,39.5,OK,500.1963,306.418
Oregon,Vermont,47.0,OR,240.2783,139.5654
Pennsylvania,Vermont,64.1,PA,730.3535,200.856
Rhode Island,Vermont,72.8,RI,-1000.0,-1000.0
South Carolina,Vermont,41.5,SC,712.4395,315.6387
South Dakota,Vermont,49.7,SD,468.0742,163.5166
Tennessee,Vermont,50.5,TN,640.8594,294.8193
Texas,Vermont,27.3,TX,480.9902,374.2861
Utah,Vermont,44.5,UT,330.1084,234.978
Vermont,Vermont,100.0,VT,-1000.0,-1000.0
Virginia,Vermont,49.4,VA,731.0264,252.7842
Washington,Vermont,39.7,WA,256.9365,88.0762
West Virginia,Vermont,41.3,WV,701.0,243.0
Wisconsin,Vermont,58.3,WI,585.2529,163.2588
Wyoming,Vermont,42.2,WY,385.9287,179.6255
District of Columbia,Vermont,36.3,DC,-1000.0,-1000.0
Alabama,Virginia,57.0,AL,637.0,338.6934
Alaska,Virginia,40.8,AK,245.0,400.0
Arizona,Virginia,44.3,AZ,315.0,306.5801
Arkansas,Virginia,47.3,AR,560.0,315.6387
California,Virginia,33.3,CA,223.0,253.9219
Colorado,Virginia,52.6,CO,400.0,245.5645
Connecticut,Virginia,71.9,CT,-1000.0,-1000.0
Delaware,Virginia,78.0,DE,-1000.0,-1000.0
Florida,Virginia,67.2,FL,714.0,397.8154
Georgia,Virginia,71.0,GA,680.0117,335.2354
Hawaii,Virginia,11.9,HI,380.0,465.0
Idaho,Virginia,31.7,ID,310.1851,155.0
Illinois,Virginia,72.8,IL,596.6602,231.2954
Indiana,Virginia,55.6,IN,633.4111,228.4214
Iowa,Virginia,52.6,IA,545.8457,202.6782
Kansas,Virginia,48.7,KS,487.0,259.1592
Kentucky,Virginia,48.1,KY,655.1484,264.9658
Louisiana,Virginia,49.9,LA,561.4404,369.8135
Maine,Virginia,56.3,ME,807.3105,109.855
Maryland,Virginia,69.8,MD,-1000.0,-1000.0
Massachusetts,Virginia,64.3,MA,-1000.0,-1000.0
Michigan,Virginia,69.5,MI,645.6465,181.3647
Minnesota,Virginia,62.8,MN,530.8594,141.5874
Mississippi,Virginia,52.0,MS,598.6016,342.1514
Missouri,Virginia,52.3,MO,557.0,261.123
Montana,Virginia,38.7,MT,370.0981,112.7705
Nebraska,Virginia,43.6,NE,473.8364,210.0527
Nevada,Virginia,47.3,NV,267.8765,219.0957
New Hampshire,Virginia,60.6,NH,-1000.0,-1000.0
New Jersey,Virginia,79.5,NJ,785.0,210.0
New Mexico,Virginia,39.6,NM,385.3774,314.1035
New York,Virginia,73.5,NY,753.5781,163.2588
North Carolina,Virginia,84.9,NC,728.6084,284.5029
North Dakota,Virginia,41.6,ND,467.0742,117.3823
Ohio,Virginia,64.9,OH,670.7197,219.4883
Oklahoma,Virginia,46.0,OK,500.1963,306.418
Oregon,Virginia,45.4,OR,240.2783,139.5654
Pennsylvania,Virginia,76.0,PA,730.3535,200.856
Rhode Island,Virginia,62.8,RI,-1000.0,-1000.0
South Carolina,Virginia,71.8,SC,712.4395,315.6387
South Dakota,Virginia,43.4,SD,468.0742,163.5166
Tennessee,Virginia,56.8,TN,640.8594,294.8193
Texas,Virginia,46.3,TX,480.9902,374.2861
Utah,Virginia,38.0,UT,330.1084,234.978
Vermont,Virginia,49.4,VT,-1000.0,-1000.0
Virginia,Virginia,100.0,VA,731.0264,252.7842
Washington,Virginia,51.6,WA,256.9365,88.0762
West Virginia,Virginia,45.0,WV,701.0,243.0
Wisconsin,Virginia,60.8,WI,585.2529,163.2588
Wyoming,Virginia,33.5,WY,385.9287,179.6255
District of Columbia,Virginia,50.0,DC,-1000.0,-1000.0
Alabama,Washington,36.6,AL,637.0,338.6934
Alaska,Washington,42.0,AK,245.0,400.0
Arizona,Washington,58.3,AZ,315.0,306.5801
Arkansas,Washington,35.9,AR,560.0,315.6387
California,Washington,53.5,CA,223.0,253.9219
Colorado,Washington,58.4,CO,400.0,245.5645
Connecticut,Washington,60.2,CT,-1000.0,-1000.0
Delaware,Washington,57.1,DE,-1000.0,-1000.0
Florida,Washington,45.7,FL,714.0,397.8154
Georgia,Washington,36.1,GA,680.0117,335.2354
Hawaii,Washington,14.8,HI,380.0,465.0
Idaho,Washington,57.8,ID,310.1851,155.0
Illinois,Washington,64.4,IL,596.6602,231.2954
Indiana,Washington,38.1,IN,633.4111,228.4214
Iowa,Washington,47.3,IA,545.8457,202.6782
Kansas,Washington,53.3,KS,487.0,259.1592
Kentucky,Washington,29.5,KY,655.1484,264.9658
Louisiana,Washington,35.4,LA,561.4404,369.8135
Maine,Washington,42.3,ME,807.3105,109.855
Maryland,Washington,38.7,MD,-1000.0,-1000.0
Massachusetts,Washington,51.0,MA,-1000.0,-1000.0
Michigan,Washington,48.7,MI,645.6465,181.3647
Minnesota,Washington,59.6,MN,530.8594,141.5874
Mississippi,Washington,31.4,MS,598.6016,342.1514
Missouri,Washington,42.0,MO,557.0,261.123
Montana,Washington,58.6,MT,370.0981,112.7705
Nebraska,Washington,51.0,NE,473.8364,210.0527
Nevada,Washington,65.0,NV,267.8765,219.0957
New Hampshire,Washington,42.5,NH,-1000.0,-1000.0
New Jersey,Washington,57.4,NJ,785.0,210.0
New Mexico,Washington,51.2,NM,385.3774,314.1035
New York,Washington,49.6,NY,753.5781,163.2588
North Carolina,Washington,47.9,NC,728.6084,284.5029
North Dakota,Washington,51.8,ND,467.0742,117.3823
Ohio,Washington,40.8,OH,670.7197,219.4883
Oklahoma,Washington,46.2,OK,500.1963,306.418
Oregon,Washington,82.8,OR,240.2783,139.5654
Pennsylvania,Washington,48.8,PA,730.3535,200.856
Rhode Island,Washington,58.2,RI,-1000.0,-1000.0
South Carolina,Washington,40.8,SC,712.4395,315.6387
South Dakota,Washington,51.8,SD,468.0742,163.5166
Tennessee,Washington,36.5,TN,640.8594,294.8193
Texas,Washington,44.3,TX,480.9902,374.2861
Utah,Washington,60.7,UT,330.1084,234.978
Vermont,Washington,39.7,VT,-1000.0,-1000.0
Virginia,Washington,51.6,VA,731.0264,252.7842
Washington,Washington,100.0,WA,256.9365,88.0762
West Virginia,Washington,20.8,WV,701.0,243.0
Wisconsin,Washington,52.0,WI,585.2529,163.2588
Wyoming,Washington,51.1,WY,385.9287,179.6255
District of Columbia,Washington,20.2,DC,-1000.0,-1000.0
Alabama,West Virginia,52.8,AL,637.0,338.6934
Alaska,West Virginia,22.6,AK,245.0,400.0
Arizona,West Virginia,23.6,AZ,315.0,306.5801
Arkansas,West Virginia,58.8,AR,560.0,315.6387
California,West Virginia,13.5,CA,223.0,253.9219
Colorado,West Virginia,21.8,CO,400.0,245.5645
Connecticut,West Virginia,36.9,CT,-1000.0,-1000.0
Delaware,West Virginia,43.9,DE,-1000.0,-1000.0
Florida,West Virginia,38.9,FL,714.0,397.8154
Georgia,West Virginia,41.4,GA,680.0117,335.2354
Hawaii,West Virginia,6.5,HI,380.0,465.0
Idaho,West Virginia,47.8,ID,310.1851,155.0
Illinois,West Virginia,38.4,IL,596.6602,231.2954
Indiana,West Virginia,59.6,IN,633.4111,228.4214
Iowa,West Virginia,45.1,IA,545.8457,202.6782
Kansas,West Virginia,40.6,KS,487.0,259.1592
Kentucky,West Virginia,74.3,KY,655.1484,264.9658
Louisiana,West Virginia,41.5,LA,561.4404,369.8135
Maine,West Virginia,43.6,ME,807.3105,109.855
Maryland,West Virginia,39.6,MD,-1000.0,-1000.0
Massachusetts,West Virginia,34.9,MA,-1000.0,-1000.0
Michigan,West Virginia,47.7,MI,645.6465,181.3647
Minnesota,West Virginia,33.9,MN,530.8594,141.5874
Mississippi,West Virginia,39.7,MS,598.6016,342.1514
Missouri,West Virginia,51.4,MO,557.0,261.123
Montana,West Virginia,35.6,MT,370.0981,112.7705
Nebraska,West Virginia,43.9,NE,473.8364,210.0527
Nevada,West Virginia,22.7,NV,267.8765,219.0957
New Hampshire,West Virginia,41.3,NH,-1000.0,-1000.0
New Jersey,West Virginia,38.8,NJ,785.0,210.0
New Mexico,West Virginia,18.2,NM,385.3774,314.1035
New York,West Virginia,37.6,NY,753.5781,163.2588
North Carolina,West Virginia,46.5,NC,728.6084,284.5029
North Dakota,West Virginia,46.2,ND,467.0742,117.3823
Ohio,West Virginia,57.6,OH,670.7197,219.4883
Oklahoma,West Virginia,53.1,OK,500.1963,306.418
Oregon,West Virginia,24.3,OR,240.2783,139.5654
Pennsylvania,West Virginia,51.3,PA,730.3535,200.856
Rhode Island,West Virginia,40.6,RI,-1000.0,-1000.0
South Carolina,West Virginia,47.5,SC,712.4395,315.6387
South Dakota,West Virginia,47.0,SD,468.0742,163.5166
Tennessee,West Virginia,60.0,TN,640.8594,294.8193
Texas,West Virginia,27.9,TX,480.9902,374.2861
Utah,West Virginia,36.1,UT,330.1084,234.978
Vermont,West Virginia,41.3,VT,-1000.0,-1000.0
Virginia,West Virginia,45.0,VA,731.0264,252.7842
Washington,West Virginia,20.8,WA,256.9365,88.0762
West Virginia,West Virginia,100.0,WV,701.0,243.0
Wisconsin,West Virginia,43.7,WI,585.2529,163.2588
Wyoming,West Virginia,43.6,WY,385.9287,179.6255
District of Columbia,West Virginia,33.9,DC,-1000.0,-1000.0
Alabama,Wisconsin,52.4,AL,637.0,338.6934
Alaska,Wisconsin,36.4,AK,245.0,400.0
Arizona,Wisconsin,55.7,AZ,315.0,306.5801
Arkansas,Wisconsin,61.1,AR,560.0,315.6387
California,Wisconsin,27.3,CA,223.0,253.9219
Colorado,Wisconsin,54.2,CO,400.0,245.5645
Connecticut,Wisconsin,54.8,CT,-1000.0,-1000.0
Delaware,Wisconsin,53.8,DE,-1000.0,-1000.0
Florida,Wisconsin,61.5,FL,714.0,397.8154
Georgia,Wisconsin,51.8,GA,680.0117,335.2354
Hawaii,Wisconsin,9.1,HI,380.0,465.0
Idaho,Wisconsin,50.9,ID,310.1851,155.0
Illinois,Wisconsin,66.0,IL,596.6602,231.2954
Indiana,Wisconsin,72.2,IN,633.4111,228.4214
Iowa,Wisconsin,85.9,IA,545.8457,202.6782
Kansas,Wisconsin,73.7,KS,487.0,259.1592
Kentucky,Wisconsin,57.4,KY,655.1484,264.9658
Louisiana,Wisconsin,46.8,LA,561.4404,369.8135
Maine,Wisconsin,62.9,ME,807.3105,109.855
Maryland,Wisconsin,41.2,MD,-1000.0,-1000.0
Massachusetts,Wisconsin,49.0,MA,-1000.0,-1000.0
Michigan,Wisconsin,83.9,MI,645.6465,181.3647
Minnesota,Wisconsin,79.4,MN,530.8594,141.5874
Mississippi,Wisconsin,45.4,MS,598.6016,342.1514
Missouri,Wisconsin,73.7,MO,557.0,261.123
Montana,Wisconsin,66.5,MT,370.0981,112.7705
Nebraska,Wisconsin,73.3,NE,473.8364,210.0527
Nevada,Wisconsin,47.7,NV,267.8765,219.0957
New Hampshire,Wisconsin,69.9,NH,-1000.0,-1000.0
New Jersey,Wisconsin,51.9,NJ,785.0,210.0
New Mexico,Wisconsin,42.1,NM,385.3774,314.1035
New York,Wisconsin,47.6,NY,753.5781,163.2588
North Carolina,Wisconsin,62.9,NC,728.6084,284.5029
North Dakota,Wisconsin,70.8,ND,467.0742,117.3823
Ohio,Wisconsin,76.5,OH,670.7197,219.4883
Oklahoma,Wisconsin,60.5,OK,500.1963,306.418
Oregon,Wisconsin,62.5,OR,240.2783,139.5654
Pennsylvania,Wisconsin,79.3,PA,730.3535,200.856
Rhode Island,Wisconsin,63.9,RI,-1000.0,-1000.0
South Carolina,Wisconsin,53.8,SC,712.4395,315.6387
South Dakota,Wisconsin,71.6,SD,468.0742,163.5166
Tennessee,Wisconsin,65.6,TN,640.8594,294.8193
Texas,Wisconsin,49.7,TX,480.9902,374.2861
Utah,Wisconsin,56.3,UT,330.1084,234.978
Vermont,Wisconsin,58.3,VT,-1000.0,-1000.0
Virginia,Wisconsin,60.8,VA,731.0264,252.7842
Washington,Wisconsin,52.0,WA,256.9365,88.0762
West Virginia,Wisconsin,43.7,WV,701.0,243.0
Wisconsin,Wisconsin,100.0,WI,585.2529,163.2588
Wyoming,Wisconsin,56.8,WY,385.9287,179.6255
District of Columbia,Wisconsin,31.3,DC,-1000.0,-1000.0
Alabama,Wyoming,40.6,AL,637.0,338.6934
Alaska,Wyoming,27.0,AK,245.0,400.0
Arizona,Wyoming,50.6,AZ,315.0,306.5801
Arkansas,Wyoming,57.2,AR,560.0,315.6387
California,Wyoming,33.2,CA,223.0,253.9219
Colorado,Wyoming,49.7,CO,400.0,245.5645
Connecticut,Wyoming,32.7,CT,-1000.0,-1000.0
Delaware,Wyoming,32.4,DE,-1000.0,-1000.0
Florida,Wyoming,35.6,FL,714.0,397.8154
Georgia,Wyoming,28.3,GA,680.0117,335.2354
Hawaii,Wyoming,7.8,HI,380.0,465.0
Idaho,Wyoming,83.1,ID,310.1851,155.0
Illinois,Wyoming,41.7,IL,596.6602,231.2954
Indiana,Wyoming,57.6,IN,633.4111,228.4214
Iowa,Wyoming,64.8,IA,545.8457,202.6782
Kansas,Wyoming,62.6,KS,487.0,259.1592
Kentucky,Wyoming,55.1,KY,655.1484,264.9658
Louisiana,Wyoming,36.7,LA,561.4404,369.8135
Maine,Wyoming,50.4,ME,807.3105,109.855
Maryland,Wyoming,24.1,MD,-1000.0,-1000.0
