state,statecat,value,label,xValue,yValue
Alabama,Massachusetts,39.6,AL,637.0,338.6934
Alaska,Massachusetts,33.5,AK,245.0,400.0
Arizona,Massachusetts,34.7,AZ,315.0,306.5801
Arkansas,Massachusetts,34.4,AR,560.0,315.6387
California,Massachusetts,39.6,CA,223.0,253.9219
Colorado,Massachusetts,50.6,CO,400.0,245.5645
Connecticut,Massachusetts,84.4,CT,-1000.0,-1000.0
Delaware,Massachusetts,66.3,DE,-1000.0,-1000.0
Florida,Massachusetts,46.1,FL,714.0,397.8154
Georgia,Massachusetts,44.8,GA,680.0117,335.2354
Hawaii,Massachusetts,17.8,HI,380.0,465.0
Idaho,Massachusetts,28.7,ID,310.1851,155.0
Illinois,Massachusetts,60.9,IL,596.6602,231.2954
Indiana,Massachusetts,42.5,IN,633.4111,228.4214
Iowa,Massachusetts,42.3,IA,545.8457,202.6782
Kansas,Massachusetts,45.6,KS,487.0,259.1592
Kentucky,Massachusetts,36.7,KY,655.1484,264.9658
Louisiana,Massachusetts,33.6,LA,561.4404,369.8135
Maine,Massachusetts,60.5,ME,807.3105,109.855
Maryland,Massachusetts,65.3,MD,-1000.0,-1000.0
Massachusetts,Massachusetts,100.0,MA,-1000.0,-1000.0
Michigan,Massachusetts,50.0,MI,645.6465,181.3647
Minnesota,Massachusetts,56.7,MN,530.8594,141.5874
Mississippi,Massachusetts,34.6,MS,598.6016,342.1514
Missouri,Massachusetts,38.9,MO,557.0,261.123
Montana,Massachusetts,35.4,MT,370.0981,112.7705
Nebraska,Massachusetts,43.2,NE,473.8364,210.0527
Nevada,Massachusetts,33.6,NV,267.8765,219.0957
New Hampshire,Massachusetts,68.4,NH,-1000.0,-1000.0
New Jersey,Massachusetts,72.4,NJ,785.0,210.0
New Mexico,Massachusetts,32.7,NM,385.3774,314.1035
New York,Massachusetts,73.7,NY,753.5781,163.2588
North Carolina,Massachusetts,57.7,NC,728.6084,284.5029
North Dakota,Massachusetts,42.1,ND,467.0742,117.3823
Ohio,Massachusetts,47.7,OH,670.7197,219.4883
Oklahoma,Massachusetts,37.7,OK,500.1963,306.418
Oregon,Massachusetts,43.5,OR,240.2783,139.5654
Pennsylvania,Massachusetts,59.1,PA,730.3535,200.856
Rhode Island,Massachusetts,77.0,RI,-1000.0,-1000.0
South Carolina,Massachusetts,49.7,SC,712.4395,315.6387
South Dakota,Massachusetts,37.6,SD,468.0742,163.5166
Tennessee,Massachusetts,40.8,TN,640.8594,294.8193
Texas,Massachusetts,34.1,TX,480.9902,374.2861
Utah,Massachusetts,42.9,UT,330.1084,234.978
Vermont,Massachusetts,75.5,VT,-1000.0,-1000.0
Virginia,Massachusetts,64.3,VA,731.0264,252.7842
Washington,Massachusetts,51.0,WA,256.9365,88.0762
West Virginia,Massachusetts,34.9,WV,701.0,243.0
Wisconsin,Massachusetts,49.0,WI,585.2529,163.2588
Wyoming,Massachusetts,31.0,WY,385.9287,179.6255
District of Columbia,Massachusetts,43.0,DC,-1000.0,-1000.0
Alabama,Michigan,59.0,AL,637.0,338.6934
Alaska,Michigan,38.1,AK,245.0,400.0
Arizona,Michigan,50.5,AZ,315.0,306.5801
Arkansas,Michigan,63.0,AR,560.0,315.6387
California,Michigan,28.2,CA,223.0,253.9219
Colorado,Michigan,49.5,CO,400.0,245.5645
Connecticut,Michigan,57.3,CT,-1000.0,-1000.0
Delaware,Michigan,65.4,DE,-1000.0,-1000.0
Florida,Michigan,66.3,FL,714.0,397.8154
Georgia,Michigan,56.6,GA,680.0117,335.2354
Hawaii,Michigan,9.9,HI,380.0,465.0
Idaho,Michigan,44.3,ID,310.1851,155.0
Illinois,Michigan,69.7,IL,596.6602,231.2954
Indiana,Michigan,74.6,IN,633.4111,228.4214
Iowa,Michigan,72.0,IA,545.8457,202.6782
Kansas,Michigan,64.0,KS,487.0,259.1592
Kentucky,Michigan,60.0,KY,655.1484,264.9658
Louisiana,Michigan,50.5,LA,561.4404,369.8135
Maine,Michigan,61.1,ME,807.3105,109.855
Maryland,Michigan,50.2,MD,-1000.0,-1000.0
Massachusetts,Michigan,50.0,MA,-1000.0,-1000.0
Michigan,Michigan,100.0,MI,645.6465,181.3647
Minnesota,Michigan,72.4,MN,530.8594,141.5874
Mississippi,Michigan,48.5,MS,598.6016,342.1514
Missouri,Michigan,73.7,MO,557.0,261.123
Montana,Michigan,54.6,MT,370.0981,112.7705
Nebraska,Michigan,60.4,NE,473.8364,210.0527
Nevada,Michigan,51.0,NV,267.8765,219.0957
New Hampshire,Michigan,68.1,NH,-1000.0,-1000.0
New Jersey,Michigan,59.1,NJ,785.0,210.0
New Mexico,Michigan,38.4,NM,385.3774,314.1035
New York,Michigan,56.4,NY,753.5781,163.2588
North Carolina,Michigan,70.8,NC,728.6084,284.5029
North Dakota,Michigan,60.0,ND,467.0742,117.3823
Ohio,Michigan,82.8,OH,670.7197,219.4883
Oklahoma,Michigan,61.6,OK,500.1963,306.418
Oregon,Michigan,56.6,OR,240.2783,139.5654
Pennsylvania,Michigan,86.9,PA,730.3535,200.856
Rhode Island,Michigan,63.7,RI,-1000.0,-1000.0
South Carolina,Michigan,61.4,SC,712.4395,315.6387
South Dakota,Michigan,61.7,SD,468.0742,163.5166
Tennessee,Michigan,70.7,TN,640.8594,294.8193
Texas,Michigan,47.5,TX,480.9902,374.2861
Utah,Michigan,48.5,UT,330.1084,234.978
Vermont,Michigan,55.6,VT,-1000.0,-1000.0
Virginia,Michigan,69.5,VA,731.0264,252.7842
Washington,Michigan,48.7,WA,256.9365,88.0762
West Virginia,Michigan,47.7,WV,701.0,243.0
Wisconsin,Michigan,83.9,WI,585.2529,163.2588
Wyoming,Michigan,47.1,WY,385.9287,179.6255
District of Columbia,Michigan,34.8,DC,-1000.0,-1000.0
Alabama,Minnesota,49.7,AL,637.0,338.6934
Alaska,Minnesota,37.0,AK,245.0,400.0
Arizona,Minnesota,56.1,AZ,315.0,306.5801
Arkansas,Minnesota,49.8,AR,560.0,315.6387
California,Minnesota,31.8,CA,223.0,253.9219
Colorado,Minnesota,67.9,CO,400.0,245.5645
Connecticut,Minnesota,61.2,CT,-1000.0,-1000.0
Delaware,Minnesota,54.8,DE,-1000.0,-1000.0
Florida,Minnesota,57.1,FL,714.0,397.8154
Georgia,Minnesota,47.7,GA,680.0117,335.2354
Hawaii,Minnesota,10.1,HI,380.0,465.0
Idaho,Minnesota,43.5,ID,310.1851,155.0
Illinois,Minnesota,67.4,IL,596.6602,231.2954
Indiana,Minnesota,56.4,IN,633.4111,228.4214
Iowa,Minnesota,73.4,IA,545.8457,202.6782
Kansas,Minnesota,69.6,KS,487.0,259.1592
Kentucky,Minnesota,45.1,KY,655.1484,264.9658
Louisiana,Minnesota,46.1,LA,561.4404,369.8135
Maine,Minnesota,58.8,ME,807.3105,109.855
Maryland,Minnesota,40.5,MD,-1000.0,-1000.0
Massachusetts,Minnesota,56.7,MA,-1000.0,-1000.0
Michigan,Minnesota,72.4,MI,645.6465,181.3647
Minnesota,Minnesota,100.0,MN,530.8594,141.5874
Mississippi,Minnesota,43.3,MS,598.6016,342.1514
Missouri,Minnesota,60.7,MO,557.0,261.123
Montana,Minnesota,59.3,MT,370.0981,112.7705
Nebraska,Minnesota,68.2,NE,473.8364,210.0527
Nevada,Minnesota,53.1,NV,267.8765,219.0957
New Hampshire,Minnesota,64.9,NH,-1000.0,-1000.0
New Jersey,Minnesota,53.2,NJ,785.0,210.0
New Mexico,Minnesota,48.1,NM,385.3774,314.1035
New York,Minnesota,47.8,NY,753.5781,163.2588
North Carolina,Minnesota,58.6,NC,728.6084,284.5029
North Dakota,Minnesota,69.7,ND,467.0742,117.3823
Ohio,Minnesota,59.6,OH,670.7197,219.4883
Oklahoma,Minnesota,55.6,OK,500.1963,306.418
Oregon,Minnesota,59.4,OR,240.2783,139.5654
Pennsylvania,Minnesota,66.1,PA,730.3535,200.856
Rhode Island,Minnesota,58.8,RI,-1000.0,-1000.0
South Carolina,Minnesota,50.8,SC,712.4395,315.6387
South Dakota,Minnesota,64.4,SD,468.0742,163.5166
Tennessee,Minnesota,51.7,TN,640.8594,294.8193
Texas,Minnesota,50.0,TX,480.9902,374.2861
Utah,Minnesota,61.2,UT,330.1084,234.978
Vermont,Minnesota,52.5,VT,-1000.0,-1000.0
Virginia,Minnesota,62.8,VA,731.0264,252.7842
Washington,Minnesota,59.6,WA,256.9365,88.0762
West Virginia,Minnesota,33.9,WV,701.0,243.0
Wisconsin,Minnesota,79.4,WI,585.2529,163.2588
Wyoming,Minnesota,49.9,WY,385.9287,179.6255
District of Columbia,Minnesota,29.2,DC,-1000.0,-1000.0
Alabama,Mississippi,74.0,AL,637.0,338.6934
Alaska,Mississippi,39.8,AK,245.0,400.0
Arizona,Mississippi,37.2,AZ,315.0,306.5801
Arkansas,Mississippi,60.8,AR,560.0,315.6387
California,Mississippi,22.4,CA,223.0,253.9219
Colorado,Mississippi,36.8,CO,400.0,245.5645
Connecticut,Mississippi,38.4,CT,-1000.0,-1000.0
Delaware,Mississippi,50.8,DE,-1000.0,-1000.0
Florida,Mississippi,52.3,FL,714.0,397.8154
Georgia,Mississippi,73.2,GA,680.0117,335.2354
Hawaii,Mississippi,9.0,HI,380.0,465.0
Idaho,Mississippi,30.6,ID,310.1851,155.0
Illinois,Mississippi,52.9,IL,596.6602,231.2954
Indiana,Mississippi,57.8,IN,633.4111,228.4214
Iowa,Mississippi,46.0,IA,545.8457,202.6782
Kansas,Mississippi,55.0,KS,487.0,259.1592
Kentucky,Mississippi,51.3,KY,655.1484,264.9658
Louisiana,Mississippi,84.9,LA,561.4404,369.8135
Maine,Mississippi,28.9,ME,807.3105,109.855
Maryland,Mississippi,49.9,MD,-1000.0,-1000.0
Massachusetts,Mississippi,34.6,MA,-1000.0,-1000.0
Michigan,Mississippi,48.5,MI,645.6465,181.3647
Minnesota,Mississippi,43.3,MN,530.8594,141.5874
Mississippi,Mississippi,100.0,MS,598.6016,342.1514
Missouri,Mississippi,61.2,MO,557.0,261.123
Montana,Mississippi,41.6,MT,370.0981,112.7705
Nebraska,Mississippi,46.4,NE,473.8364,210.0527
Nevada,Mississippi,37.5,NV,267.8765,219.0957
New Hampshire,Mississippi,32.9,NH,-1000.0,-1000.0
New Jersey,Mississippi,40.4,NJ,785.0,210.0
New Mexico,Mississippi,30.5,NM,385.3774,314.1035
New York,Mississippi,39.1,NY,753.5781,163.2588
North Carolina,Mississippi,60.7,NC,728.6084,284.5029
North Dakota,Mississippi,40.1,ND,467.0742,117.3823
Ohio,Mississippi,52.0,OH,670.7197,219.4883
Oklahoma,Mississippi,54.1,OK,500.1963,306.418
Oregon,Mississippi,27.6,OR,240.2783,139.5654
Pennsylvania,Mississippi,45.1,PA,730.3535,200.856
Rhode Island,Mississippi,34.5,RI,-1000.0,-1000.0
South Carolina,Mississippi,72.5,SC,712.4395,315.6387
South Dakota,Mississippi,44.3,SD,468.0742,163.5166
Tennessee,Mississippi,62.1,TN,640.8594,294.8193
Texas,Mississippi,49.6,TX,480.9902,374.2861
Utah,Mississippi,38.1,UT,330.1084,234.978
Vermont,Mississippi,28.6,VT,-1000.0,-1000.0
Virginia,Mississippi,52.0,VA,731.0264,252.7842
Washington,Mississippi,31.4,WA,256.9365,88.0762
West Virginia,Mississippi,39.7,WV,701.0,243.0
Wisconsin,Mississippi,45.4,WI,585.2529,163.2588
Wyoming,Mississippi,31.3,WY,385.9287,179.6255
District of Columbia,Mississippi,38.5,DC,-1000.0,-1000.0
Alabama,Missouri,65.1,AL,637.0,338.6934
Alaska,Missouri,42.6,AK,245.0,400.0
Arizona,Missouri,49.7,AZ,315.0,306.5801
Arkansas,Missouri,81.7,AR,560.0,315.6387
California,Missouri,27.1,CA,223.0,253.9219
Colorado,Missouri,44.5,CO,400.0,245.5645
Connecticut,Missouri,43.1,CT,-1000.0,-1000.0
Delaware,Missouri,50.6,DE,-1000.0,-1000.0
Florida,Missouri,57.5,FL,714.0,397.8154
Georgia,Missouri,53.1,GA,680.0117,335.2354
Hawaii,Missouri,8.4,HI,380.0,465.0
Idaho,Missouri,56.8,ID,310.1851,155.0
Illinois,Missouri,62.0,IL,596.6602,231.2954
Indiana,Missouri,88.3,IN,633.4111,228.4214
Iowa,Missouri,78.5,IA,545.8457,202.6782
Kansas,Missouri,77.2,KS,487.0,259.1592
Kentucky,Missouri,70.9,KY,655.1484,264.9658
Louisiana,Missouri,62.3,LA,561.4404,369.8135
Maine,Missouri,51.8,ME,807.3105,109.855
Maryland,Missouri,39.3,MD,-1000.0,-1000.0
Massachusetts,Missouri,38.9,MA,-1000.0,-1000.0
Michigan,Missouri,73.7,MI,645.6465,181.3647
Minnesota,Missouri,60.7,MN,530.8594,141.5874
Mississippi,Missouri,61.2,MS,598.6016,342.1514
Missouri,Missouri,100.0,MO,557.0,261.123
Montana,Missouri,72.1,MT,370.0981,112.7705
Nebraska,Missouri,72.1,NE,473.8364,210.0527
Nevada,Missouri,42.3,NV,267.8765,219.0957
New Hampshire,Missouri,53.6,NH,-1000.0,-1000.0
New Jersey,Missouri,44.0,NJ,785.0,210.0
New Mexico,Missouri,36.5,NM,385.3774,314.1035
New York,Missouri,42.4,NY,753.5781,163.2588
North Carolina,Missouri,59.1,NC,728.6084,284.5029
North Dakota,Missouri,65.3,ND,467.0742,117.3823
Ohio,Missouri,82.6,OH,670.7197,219.4883
Oklahoma,Missouri,71.2,OK,500.1963,306.418
Oregon,Missouri,48.9,OR,240.2783,139.5654
Pennsylvania,Missouri,67.6,PA,730.3535,200.856
Rhode Island,Missouri,50.1,RI,-1000.0,-1000.0
South Carolina,Missouri,63.0,SC,712.4395,315.6387
South Dakota,Missouri,74.2,SD,468.0742,163.5166
Tennessee,Missouri,81.5,TN,640.8594,294.8193
Texas,Missouri,56.2,TX,480.9902,374.2861
Utah,Missouri,55.5,UT,330.1084,234.978
Vermont,Missouri,50.6,VT,-1000.0,-1000.0
Virginia,Missouri,52.3,VA,731.0264,252.7842
Washington,Missouri,42.0,WA,256.9365,88.0762
West Virginia,Missouri,51.4,WV,701.0,243.0
Wisconsin,Missouri,73.7,WI,585.2529,163.2588
Wyoming,Missouri,58.7,WY,385.9287,179.6255
District of Columbia,Missouri,28.0,DC,-1000.0,-1000.0
Alabama,Montana,44.1,AL,637.0,338.6934
Alaska,Montana,41.8,AK,245.0,400.0
Arizona,Montana,56.6,AZ,315.0,306.5801
Arkansas,Montana,57.7,AR,560.0,315.6387
California,Montana,34.6,CA,223.0,253.9219
Colorado,Montana,52.3,CO,400.0,245.5645
Connecticut,Montana,38.0,CT,-1000.0,-1000.0
Delaware,Montana,35.2,DE,-1000.0,-1000.0
Florida,Montana,42.0,FL,714.0,397.8154
Georgia,Montana,35.8,GA,680.0117,335.2354
Hawaii,Montana,8.4,HI,380.0,465.0
Idaho,Montana,72.5,ID,310.1851,155.0
Illinois,Montana,43.4,IL,596.6602,231.2954
Indiana,Montana,65.7,IN,633.4111,228.4214
Iowa,Montana,72.7,IA,545.8457,202.6782
Kansas,Montana,74.2,KS,487.0,259.1592
Kentucky,Montana,50.2,KY,655.1484,264.9658
Louisiana,Montana,43.4,LA,561.4404,369.8135
Maine,Montana,52.4,ME,807.3105,109.855
Maryland,Montana,25.3,MD,-1000.0,-1000.0
Massachusetts,Montana,35.4,MA,-1000.0,-1000.0
Michigan,Montana,54.6,MI,645.6465,181.3647
Minnesota,Montana,59.3,MN,530.8594,141.5874
Mississippi,Montana,41.6,MS,598.6016,342.1514
Missouri,Montana,72.1,MO,557.0,261.123
Montana,Montana,100.0,MT,370.0981,112.7705
Nebraska,Montana,74.4,NE,473.8364,210.0527
Nevada,Montana,50.1,NV,267.8765,219.0957
New Hampshire,Montana,52.8,NH,-1000.0,-1000.0
New Jersey,Montana,34.0,NJ,785.0,210.0
New Mexico,Montana,39.8,NM,385.3774,314.1035
New York,Montana,30.9,NY,753.5781,163.2588
North Carolina,Montana,41.6,NC,728.6084,284.5029
North Dakota,Montana,75.3,ND,467.0742,117.3823
Ohio,Montana,61.1,OH,670.7197,219.4883
Oklahoma,Montana,56.3,OK,500.1963,306.418
Oregon,Montana,67.4,OR,240.2783,139.5654
Pennsylvania,Montana,53.3,PA,730.3535,200.856
Rhode Island,Montana,46.2,RI,-1000.0,-1000.0
South Carolina,Montana,45.5,SC,712.4395,315.6387
South Dakota,Montana,77.4,SD,468.0742,163.5166
Tennessee,Montana,57.6,TN,640.8594,294.8193
Texas,Montana,47.5,TX,480.9902,374.2861
Utah,Montana,70.8,UT,330.1084,234.978
Vermont,Montana,49.3,VT,-1000.0,-1000.0
Virginia,Montana,38.7,VA,731.0264,252.7842
Washington,Montana,58.6,WA,256.9365,88.0762
West Virginia,Montana,35.6,WV,701.0,243.0
Wisconsin,Montana,66.5,WI,585.2529,163.2588
Wyoming,Montana,72.9,WY,385.9287,179.6255
District of Columbia,Montana,18.4,DC,-1000.0,-1000.0
Alabama,Nebraska,58.8,AL,637.0,338.6934
Alaska,Nebraska,35.7,AK,245.0,400.0
Arizona,Nebraska,54.6,AZ,315.0,306.5801
Arkansas,Nebraska,69.3,AR,560.0,315.6387
California,Nebraska,30.4,CA,223.0,253.9219
Colorado,Nebraska,57.1,CO,400.0,245.5645
Connecticut,Nebraska,45.9,CT,-1000.0,-1000.0
Delaware,Nebraska,40.9,DE,-1000.0,-1000.0
Florida,Nebraska,47.1,FL,714.0,397.8154
Georgia,Nebraska,39.8,GA,680.0117,335.2354
Hawaii,Nebraska,8.2,HI,380.0,465.0
Idaho,Nebraska,65.4,ID,310.1851,155.0
Illinois,Nebraska,53.9,IL,596.6602,231.2954
Indiana,Nebraska,64.5,IN,633.4111,228.4214
Iowa,Nebraska,73.4,IA,545.8457,202.6782
Kansas,Nebraska,87.6,KS,487.0,259.1592
Kentucky,Nebraska,60.0,KY,655.1484,264.9658
Louisiana,Nebraska,53.3,LA,561.4404,369.8135
Maine,Nebraska,50.2,ME,807.3105,109.855
Maryland,Nebraska,31.2,MD,-1000.0,-1000.0
Massachusetts,Nebraska,43.2,MA,-1000.0,-1000.0
Michigan,Nebraska,60.4,MI,645.6465,181.3647
Minnesota,Nebraska,68.2,MN,530.8594,141.5874
Mississippi,Nebraska,46.4,MS,598.6016,342.1514
Missouri,Nebraska,72.1,MO,557.0,261.123
Montana,Nebraska,74.4,MT,370.0981,112.7705
Nebraska,Nebraska,100.0,NE,473.8364,210.0527
Nevada,Nebraska,43.2,NV,267.8765,219.0957
New Hampshire,Nebraska,54.8,NH,-1000.0,-1000.0
New Jersey,Nebraska,39.1,NJ,785.0,210.0
New Mexico,Nebraska,43.3,NM,385.3774,314.1035
New York,Nebraska,36.6,NY,753.5781,163.2588
North Carolina,Nebraska,45.9,NC,728.6084,284.5029
North Dakota,Nebraska,86.5,ND,467.0742,117.3823
Ohio,Nebraska,59.2,OH,670.7197,219.4883
Oklahoma,Nebraska,73.1,OK,500.1963,306.418
Oregon,Nebraska,61.6,OR,240.2783,139.5654
Pennsylvania,Nebraska,57.9,PA,730.3535,200.856
Rhode Island,Nebraska,52.8,RI,-1000.0,-1000.0
South Carolina,Nebraska,47.1,SC,712.4395,315.6387
South Dakota,Nebraska,86.8,SD,468.0742,163.5166
Tennessee,Nebraska,68.0,TN,640.8594,294.8193
Texas,Nebraska,51.9,TX,480.9902,374.2861
Utah,Nebraska,78.8,UT,330.1084,234.978
Vermont,Nebraska,51.5,VT,-1000.0,-1000.0
Virginia,Nebraska,43.6,VA,731.0264,252.7842
Washington,Nebraska,51.0,WA,256.9365,88.0762
West Virginia,Nebraska,43.9,WV,701.0,243.0
Wisconsin,Nebraska,73.3,WI,585.2529,163.2588
Wyoming,Nebraska,68.8,WY,385.9287,179.6255
District of Columbia,Nebraska,24.7,DC,-1000.0,-1000.0
Alabama,Nevada,40.9,AL,637.0,338.6934
Alaska,Nevada,40.3,AK,245.0,400.0
Arizona,Nevada,73.3,AZ,315.0,306.5801
Arkansas,Nevada,41.0,AR,560.0,315.6387
California,Nevada,60.6,CA,223.0,253.9219
Colorado,Nevada,60.7,CO,400.0,245.5645
Connecticut,Nevada,41.5,CT,-1000.0,-1000.0
Delaware,Nevada,45.8,DE,-1000.0,-1000.0
Florida,Nevada,55.9,FL,714.0,397.8154
Georgia,Nevada,43.7,GA,680.0117,335.2354
Hawaii,Nevada,12.2,HI,380.0,465.0
Idaho,Nevada,50.1,ID,310.1851,155.0
Illinois,Nevada,51.0,IL,596.6602,231.2954
Indiana,Nevada,38.3,IN,633.4111,228.4214
Iowa,Nevada,44.0,IA,545.8457,202.6782
Kansas,Nevada,46.3,KS,487.0,259.1592
Kentucky,Nevada,31.0,KY,655.1484,264.9658
Louisiana,Nevada,41.5,LA,561.4404,369.8135
Maine,Nevada,34.5,ME,807.3105,109.855
Maryland,Nevada,32.0,MD,-1000.0,-1000.0
Massachusetts,Nevada,33.6,MA,-1000.0,-1000.0
Michigan,Nevada,51.0,MI,645.6465,181.3647
Minnesota,Nevada,53.1,MN,530.8594,141.5874
Mississippi,Nevada,37.5,MS,598.6016,342.1514
Missouri,Nevada,42.3,MO,557.0,261.123
Montana,Nevada,50.1,MT,370.0981,112.7705
Nebraska,Nevada,43.2,NE,473.8364,210.0527
Nevada,Nevada,100.0,NV,267.8765,219.0957
New Hampshire,Nevada,38.9,NH,-1000.0,-1000.0
New Jersey,Nevada,45.0,NJ,785.0,210.0
New Mexico,Nevada,54.9,NM,385.3774,314.1035
New York,Nevada,39.7,NY,753.5781,163.2588
North Carolina,Nevada,48.6,NC,728.6084,284.5029
North Dakota,Nevada,41.2,ND,467.0742,117.3823
Ohio,Nevada,42.4,OH,670.7197,219.4883
Oklahoma,Nevada,50.1,OK,500.1963,306.418
Oregon,Nevada,62.1,OR,240.2783,139.5654
Pennsylvania,Nevada,47.8,PA,730.3535,200.856
Rhode Island,Nevada,39.2,RI,-1000.0,-1000.0
South Carolina,Nevada,42.1,SC,712.4395,315.6387
South Dakota,Nevada,43.3,SD,468.0742,163.5166
Tennessee,Nevada,38.2,TN,640.8594,294.8193
Texas,Nevada,56.5,TX,480.9902,374.2861
Utah,Nevada,56.0,UT,330.1084,234.978
Vermont,Nevada,25.8,VT,-1000.0,-1000.0
Virginia,Nevada,47.3,VA,731.0264,252.7842
Washington,Nevada,65.0,WA,256.9365,88.0762
West Virginia,Nevada,22.7,WV,701.0,243.0
Wisconsin,Nevada,47.7,WI,585.2529,163.2588
Wyoming,Nevada,43.8,WY,385.9287,179.6255
District of Columbia,Nevada,15.6,DC,-1000.0,-1000.0
Alabama,New Hampshire,40.8,AL,637.0,338.6934
Alaska,New Hampshire,30.0,AK,245.0,400.0
Arizona,New Hampshire,41.1,AZ,315.0,306.5801
Arkansas,New Hampshire,44.5,AR,560.0,315.6387
California,New Hampshire,20.5,CA,223.0,253.9219
Colorado,New Hampshire,50.6,CO,400.0,245.5645
Connecticut,New Hampshire,68.2,CT,-1000.0,-1000.0
Delaware,New Hampshire,58.3,DE,-1000.0,-1000.0
Florida,New Hampshire,52.2,FL,714.0,397.8154
Georgia,New Hampshire,43.2,GA,680.0117,335.2354
Hawaii,New Hampshire,8.6,HI,380.0,465.0
Idaho,New Hampshire,38.9,ID,310.1851,155.0
Illinois,New Hampshire,48.5,IL,596.6602,231.2954
Indiana,New Hampshire,55.9,IN,633.4111,228.4214
Iowa,New Hampshire,63.2,IA,545.8457,202.6782
Kansas,New Hampshire,53.6,KS,487.0,259.1592
Kentucky,New Hampshire,46.2,KY,655.1484,264.9658
Louisiana,New Hampshire,33.5,LA,561.4404,369.8135
Maine,New Hampshire,82.7,ME,807.3105,109.855
Maryland,New Hampshire,45.0,MD,-1000.0,-1000.0
Massachusetts,New Hampshire,68.4,MA,-1000.0,-1000.0
Michigan,New Hampshire,68.1,MI,645.6465,181.3647
Minnesota,New Hampshire,64.9,MN,530.8594,141.5874
Mississippi,New Hampshire,32.9,MS,598.6016,342.1514
Missouri,New Hampshire,53.6,MO,557.0,261.123
Montana,New Hampshire,52.8,MT,370.0981,112.7705
Nebraska,New Hampshire,54.8,NE,473.8364,210.0527
Nevada,New Hampshire,38.9,NV,267.8765,219.0957
New Hampshire,New Hampshire,100.0,NH,-1000.0,-1000.0
New Jersey,New Hampshire,58.7,NJ,785.0,210.0
New Mexico,New Hampshire,32.0,NM,385.3774,314.1035
New York,New Hampshire,53.8,NY,753.5781,163.2588
North Carolina,New Hampshire,57.0,NC,728.6084,284.5029
North Dakota,New Hampshire,53.6,ND,467.0742,117.3823
Ohio,New Hampshire,65.5,OH,670.7197,219.4883
Oklahoma,New Hampshire,41.3,OK,500.1963,306.418
Oregon,New Hampshire,52.8,OR,240.2783,139.5654
Pennsylvania,New Hampshire,76.5,PA,730.3535,200.856
Rhode Island,New Hampshire,72.5,RI,-1000.0,-1000.0
South Carolina,New Hampshire,47.4,SC,712.4395,315.6387
South Dakota,New Hampshire,52.0,SD,468.0742,163.5166
Tennessee,New Hampshire,52.5,TN,640.8594,294.8193
Texas,New Hampshire,34.2,TX,480.9902,374.2861
Utah,New Hampshire,47.5,UT,330.1084,234.978
Vermont,New Hampshire,84.2,VT,-1000.0,-1000.0
Virginia,New Hampshire,60.6,VA,731.0264,252.7842
Washington,New Hampshire,42.5,WA,256.9365,88.0762
West Virginia,New Hampshire,41.3,WV,701.0,243.0
Wisconsin,New Hampshire,69.9,WI,585.2529,163.2588
Wyoming,New Hampshire,41.5,WY,385.9287,179.6255
District of Columbia,New Hampshire,35.8,DC,-1000.0,-1000.0
Alabama,New Jersey,45.3,AL,637.0,338.6934
Alaska,New Jersey,36.5,AK,245.0,400.0
Arizona,New Jersey,43.3,AZ,315.0,306.5801
Arkansas,New Jersey,39.3,AR,560.0,315.6387
California,New Jersey,40.8,CA,223.0,253.9219
Colorado,New Jersey,49.3,CO,400.0,245.5645
Connecticut,New Jersey,85.0,CT,-1000.0,-1000.0
Delaware,New Jersey,78.8,DE,-1000.0,-1000.0
Florida,New Jersey,60.7,FL,714.0,397.8154
Georgia,New Jersey,55.8,GA,680.0117,335.2354
Hawaii,New Jersey,13.7,HI,380.0,465.0
Idaho,New Jersey,29.9,ID,310.1851,155.0
Illinois,New Jersey,76.1,IL,596.6602,231.2954
Indiana,New Jersey,47.3,IN,633.4111,228.4214
Iowa,New Jersey,44.1,IA,545.8457,202.6782
Kansas,New Jersey,43.3,KS,487.0,259.1592
Kentucky,New Jersey,40.7,KY,655.1484,264.9658
Louisiana,New Jersey,38.9,LA,561.4404,369.8135
Maine,New Jersey,56.4,ME,807.3105,109.855
Maryland,New Jersey,68.2,MD,-1000.0,-1000.0
Massachusetts,New Jersey,72.4,MA,-1000.0,-1000.0
Michigan,New Jersey,59.1,MI,645.6465,181.3647
Minnesota,New Jersey,53.2,MN,530.8594,141.5874
Mississippi,New Jersey,40.4,MS,598.6016,342.1514
Missouri,New Jersey,44.0,MO,557.0,261.123
Montana,New Jersey,34.0,MT,370.0981,112.7705
Nebraska,New Jersey,39.1,NE,473.8364,210.0527
Nevada,New Jersey,45.0,NV,267.8765,219.0957
New Hampshire,New Jersey,58.7,NH,-1000.0,-1000.0
New Jersey,New Jersey,100.0,NJ,785.0,210.0
New Mexico,New Jersey,42.0,NM,385.3774,314.1035
New York,New Jersey,85.1,NY,753.5781,163.2588
North Carolina,New Jersey,67.6,NC,728.6084,284.5029
North Dakota,New Jersey,37.8,ND,467.0742,117.3823
Ohio,New Jersey,55.2,OH,670.7197,219.4883
Oklahoma,New Jersey,41.1,OK,500.1963,306.418
Oregon,New Jersey,47.8,OR,240.2783,139.5654
Pennsylvania,New Jersey,68.1,PA,730.3535,200.856
Rhode Island,New Jersey,74.3,RI,-1000.0,-1000.0
