Date,Price,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.6616936836405538,ag2
2020-01-01 00:00:00,3159.85,2020-01-01,3162.7099999999996,3057.5783333333334,3009.6066666666666,2962.4249999999997,2896.4686666666666,2888.4338888888888,2868.6328571428567,2845.952083333333,2961.4759370039683,0.9959924444942936,2977.68,2996.11,2903.8,2607.39,2785.46,2793.64,2653.63,2789.8,0.062138980682947764,0.020516046918615638,0.036437312027917335,0.13616490053271657,0.03985290281198317,0.03393203451013327,0.08102216855509492,0.020127637584534064,0.05377399795299284,0.605977223498264,2020-01-01,0.6616936836405538,,
2019-12-01 00:00:00,3223.38,2019-12-01,3101.986666666667,3030.2883333333334,2981.1566666666668,2916.3866666666668,2871.5093333333334,2868.088888888889,2844.5271428571423,2830.533333333333,2930.559628968254,0.9959134068219311,2982.16,2890.17,2803.98,2567.31,2901.5,2754.35,2702.77,2664.34,0.04018116622403478,0.04848100054091398,0.06318756434306483,0.1359698153579687,-0.010336262852547518,0.04129427592313584,0.052448836881104244,0.062376923866072964,0.05420041503546848,0.6062779273479935,2019-12-01,0.6619401387014131,,
2019-11-01 00:00:00,3104.9,2019-11-01,3021.58,2974.7533333333336,2934.5566666666664,2861.7141666666666,2850.050666666667,2842.0316666666668,2819.73619047619,2807.24,2888.9578363095234,0.9955586036488512,2897.5,2854.71,2754.86,2723.23,2857.82,2701.49,2705.16,2593.61,0.04282312338222605,0.042050973070236086,0.06522896505327536,0.050852908739499325,-0.002718622353168887,0.05202375972765649,0.04235468159968003,0.08236781937145499,0.04687295107385743,0.5659900633729609,2019-11-01,0.6273569976980881,,
2019-10-01 00:00:00,2977.68,2019-10-01,2952.4466666666667,2933.0550000000003,2895.6633333333334,2829.9083333333333,2833.578666666667,2819.62,2800.7009523809515,2785.9362499999993,2856.3636502976187,0.9953821410047109,2996.11,2903.8,2607.39,2785.46,2793.64,2653.63,2789.8,2557.0,-0.014573341210213697,0.010074729664577564,0.11056011311439162,0.01595726857802071,0.014296282508364344,0.06255205134099318,0.003907431493638036,0.0895331443097378,0.036538459974938695,0.5091005966637447,2019-10-01,0.5785693887124542,,
2019-09-01 00:00:00,2982.16,2019-09-01,2958.59,2920.741666666667,2854.52,2813.89,2821.309333333333,2801.6172222222217,2791.7542857142857,2768.4079166666666,2841.353803075397,0.9956421423152918,2890.17,2803.98,2567.31,2901.5,2754.35,2702.77,2664.34,2492.84,0.02367334793455056,0.0416414049553373,0.11187195936602912,-0.030194726865414467,0.024310393861830537,0.03657256156543909,0.04782208190932291,0.1105437640067819,0.04578009834173462,0.556244778069706,2019-09-01,0.6190158301047897,,
2019-08-01 00:00:00,2897.5,2019-08-01,2927.9266666666667,2891.045,2808.4255555555555,2807.1683333333335,2806.1220000000003,2786.095555555555,2776.6199999999994,2748.019583333333,2818.9278368055557,0.9957117717995073,2854.71,2754.86,2723.23,2857.82,2701.49,2705.16,2593.61,2456.22,0.02564767232631926,0.04943445401944202,0.03128474479039789,-0.017723882773116095,0.03873121869782992,0.029918953243266655,0.07056188093044025,0.1188002635485963,0.043331913097897024,0.5410681939480462,2019-08-01,0.6060172764982549,,
2019-07-01 00:00:00,2996.11,2019-07-01,2913.663333333334,2867.271666666667,2789.0622222222223,2803.861666666667,2793.0546666666664,2775.4099999999994,2762.149047619047,2729.632916666666,2804.263189980159,0.9959670296967088,2903.8,2607.39,2785.46,2793.64,2653.63,2789.8,2557.0,2454.1,0.0033966985788738135,0.09967119098664456,0.0012932234611957583,0.003658906182137711,0.05254111035323916,-0.005158075847731314,0.08023036668715178,0.11227452698205709,0.04348849342294607,0.5397797425003623,2019-07-01,0.6049493549569832,,
2019-06-01 00:00:00,2890.17,2019-06-01,2882.8933333333334,2802.485,2765.6566666666668,2786.9891666666667,2770.2226666666666,2763.948333333333,2741.239047619047,2707.049166666666,2777.5604226190476,0.9959257309021684,2803.98,2567.31,2901.5,2754.35,2702.77,2664.34,2492.84,2433.99,0.028143329600543998,0.09160366297798084,-0.04681831236716638,0.011850043264896248,0.02495686524072216,0.03738574406169359,0.09964500233430429,0.11218582108663822,0.04486901952495162,0.5446260838890469,2019-06-01,0.6090974620337786,,
2019-05-01 00:00:00,2854.71,2019-05-01,2854.1633333333334,2748.6749999999997,2766.9155555555553,2775.670833333333,2757.7293333333323,2751.4022222222216,2722.318571428571,2688.041666666666,2758.114564484127,0.9960521375488446,2754.86,2723.23,2857.82,2701.49,2705.16,2593.61,2456.22,2395.35,0.03604659885922823,0.009343683787267132,-0.031809016818569735,0.027459229289515497,0.019432984863495095,0.060838839386885946,0.10833661945125894,0.12219160735035217,0.04398006827117916,0.5374909709989768,2019-05-01,0.6029997090775294,,
2019-04-01 00:00:00,2903.8,2019-04-01,2820.8800000000006,2726.7616666666668,2767.261111111111,2762.9024999999997,2747.7593333333325,2736.8966666666656,2703.3428571428562,2668.9016666666657,2741.8382251984117,0.9962484733060603,2607.39,2785.46,2793.64,2653.63,2789.8,2557.0,2454.1,2359.31,0.08187881367958028,-0.02107312017883345,-0.009442479664126036,0.04117849888643077,-0.015069419552178553,0.07035458219267321,0.10156181783254814,0.13122127514682935,0.047576246042865464,0.5537341354517608,2019-04-01,0.6169504694309464,,
