observation_date,INDPRO,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.5218356136284106,ag2
2019-12-01,109.433,2020-01-01,109.34783333333333,109.42263333333334,109.3364888888889,109.44925833333333,109.62439333333333,109.56763333333333,109.33210952380952,109.00556666666667,109.38573959325397,0.9750944490557437,109.4437,109.2774,109.6811,110.5516,109.6749,108.1707,107.2519,106.536,-0.0008759450444993933,0.0013290335726632296,-0.003141937043949272,-0.009971286409845348,-0.00046051253902823497,0.012914156359655093,0.019395549391754585,0.02318058371505094,0.0052962052502252,0.4765097300856772,2020-01-01,0.5218356136284106,,
2019-11-01,109.7573,2019-12-01,109.35140000000001,109.39670000000001,109.36405555555557,109.54247500000001,109.64052,109.49750555555555,109.22824761904762,108.88485833333334,109.36322025793652,0.9760301228218484,109.9634,109.2264,109.5631,110.5067,109.5246,107.3639,106.6419,106.193,-0.0055654881533308,0.0015591468729172497,-0.001816710593661952,-0.008725489042745727,0.0010583923611680035,0.019872653243367067,0.024252640088441968,0.025348736106272085,0.006997985110303487,0.5097333616059185,2019-12-01,0.5521239762619121,,
2019-10-01,108.8532,2019-11-01,109.42009999999999,109.30821666666667,109.34247777777777,109.60492499999998,109.62500666666665,109.36453888888887,109.07989523809523,108.73634583333335,109.31018825892856,0.9766048473512741,109.0852,108.9888,110.1185,109.9165,108.652,108.2223,106.2655,105.6287,0.003070077334047072,0.0029307292737112967,-0.007047155766035873,-0.00283465175838038,0.00895525776485151,0.010554561203087287,0.026484562140066448,0.02942046842698387,0.008941731077291404,0.547561853045776,2019-11-01,0.5865657616190031,,
2019-09-01,109.4437,2019-10-01,109.49743333333333,109.33081666666665,109.48306666666666,109.69353333333332,109.61159333333332,109.32948888888887,108.95667142857143,108.60199166666668,109.31307441468253,0.9777306721187747,109.2774,109.6811,110.5516,109.6749,108.1707,107.2519,106.536,104.0502,0.0020135300925290256,-0.0031936526286967526,-0.009665471448023655,0.00016989605947514974,0.01332055106727914,0.019371115000189842,0.022721628637938585,0.043746111652516406,0.011060463554150968,0.5883858286893678,2019-10-01,0.6237808144556776,,
2019-08-01,109.9634,2019-09-01,109.44200000000001,109.37038333333334,109.60616666666667,109.7128,109.52672666666666,109.20772222222222,108.81820952380951,108.37726250000001,109.25765886408729,0.9782329568008998,109.2264,109.5631,110.5067,109.5246,107.3639,106.6419,106.193,104.0475,0.0019738817721723922,-0.001758955950193708,-0.008149128816020479,0.0017183354241878668,0.020144822111218597,0.02406016980400949,0.024721116493643835,0.04161332564453746,0.013040445810444432,0.6258187321578754,2019-09-01,0.657856388943605,,
2019-07-01,109.0852,2019-08-01,109.19633333333333,109.30366666666667,109.66653333333335,109.67623333333334,109.35342666666666,109.02319444444444,108.63866666666668,108.1307666666667,109.1236026388889,0.9779166091929711,108.9888,110.1185,109.9165,108.652,108.2223,106.2655,105.6287,104.5427,0.0019041711931255811,-0.007399604365600054,-0.0022741505294169295,0.009426732442415542,0.010451881605423763,0.025950985451011377,0.028495727644727964,0.034321541979178916,0.01260966067760827,0.615945602845696,2019-08-01,0.6488520579681756,,
2019-06-01,109.2774,2019-07-01,109.16420000000001,109.47588333333334,109.75890000000001,109.64013333333334,109.2959,108.86654444444444,108.47407142857145,107.94149583333336,109.07714104662699,0.9784518800590034,109.6811,110.5516,109.6749,108.1707,107.2519,106.536,104.0502,104.5849,-0.00471275361023904,-0.009730448647207735,0.0007658999461135352,0.013584393309217235,0.019057937435140948,0.021875651840170818,0.0425167027893405,0.03209445946148404,0.014431480315502537,0.6490015402897045,2019-07-01,0.6789515711778226,,
2019-05-01,109.2264,2019-06-01,109.29876666666667,109.68825,109.80306666666667,109.54790833333334,109.16086666666666,108.71424444444445,108.22515714285717,107.74597500000003,109.02302936507938,0.9788850711275692,109.5631,110.5067,109.5246,107.3639,106.6419,106.193,104.0475,104.4129,-0.0024126127622652316,-0.007406338258223233,0.0025425033888886173,0.02034211064737157,0.02362079695379271,0.02374209641355307,0.040151441820871936,0.03192206135448816,0.0165627574448097,0.6867046389478321,2019-06-01,0.7132664964187172,,
2019-04-01,108.9888,2019-05-01,109.411,109.90163333333334,109.8362,109.39269999999999,108.98856666666666,108.54572222222221,107.97854285714287,107.5454125,108.94997219742064,0.9791038411583358,110.1185,109.9165,108.652,108.2223,106.2655,105.6287,104.5427,104.2721,-0.006424896815703018,-0.0001352541853739675,0.01089901704524543,0.010814776621823619,0.02562512449164256,0.02761581106481681,0.03286544978408701,0.03139202624671422,0.016581506781656583,0.6854390723358127,2019-05-01,0.7121358695014967,,
2019-03-01,109.6811,2019-04-01,109.78756666666668,110.05625000000002,109.79877777777779,109.328825,108.80701333333333,108.35905,107.76682380952381,107.34888333333333,108.90664874007938,0.9795827225632936,110.5516,109.6749,108.1707,107.2519,106.536,104.0502,104.5849,103.343,-0.006911101542929399,0.0034770945767903516,0.01505100528865766,0.019364925003659605,0.021316863157367694,0.04141126110281368,0.030424313734810804,0.038762986688342105,0.020362168501189062,0.747955219659667,2019-04-01,0.7690122653781786,,
2019-02-01,109.5631,2019-03-01,110.07773333333334,110.05521666666668,109.63095555555556,109.12639166666666,108.59734,108.04622222222221,107.52414761904761,107.08479583333332,108.76785036210319,0.9791094285716251,110.5067,109.5246,107.3639,106.6419,106.193,104.0475,104.4129,102.6479,-0.0038818159140273645,0.004844725903282665,0.021115622248777832,0.023297518767638747,0.02264122870622365,0.0384316991972149,0.029797540524663324,0.043224418944112,0.02243386729723572,0.7788443041193006,2019-03-01,0.7970502245240574,,
2019-01-01,110.1185,2019-02-01,110.39226666666666,110.04879999999999,109.38659999999999,108.88295833333332,108.37266666666666,107.73979999999999,107.27889999999996,106.79666249999997,108.6123317708333,0.978413284320238,109.9165,108.652,108.2223,106.2655,105.6287,104.5427,104.2721,103.0366,0.004328437192474777,0.012855722858299723,0.01075841115925269,0.02463130868751673,0.02597747266289052,0.030581762284693115,0.02883609325984593,0.036492493929341174,0.021807712754289332,0.767965339861714,2019-02-01,0.7870969711761252,,
